temp,MC,number
20.4,3.8250146931421214,93
19.9,3.851488384176332,93
20.3,3.813405305691862,93
19.2,3.502643176181059,96
19.4,3.971872069928408,96
19.3,3.6518001188839273,96
19.1,4.085411437069388,96
19.7,4.089810528117377,96
19.9,4.086434041175616,96
20.9,4.809693127028277,96
19.5,3.714889397353856,96
19.6,4.0358501975684975,96
20.7,4.736615751427975,96
20.6,4.418094505515727,96
20.5,4.364403930247616,96
20.4,4.310824060645851,96
20.3,4.341513217283188,96
20.2,4.322257285270376,96
20.0,4.224204404270912,96
20.1,4.234392225536491,96
20.8,4.793779612356237,96
19.8,4.012119003707752,96
19.1,3.0479413233168837,104
19.5,3.1018350873529306,104
19.3,3.09155981138701,104
19.8,3.061836333634847,104
19.2,3.081912921091368,104
19.6,3.0489447073661906,104
19.9,3.042801117577132,104
20.5,3.0285073827687325,104
20.6,3.090908173515327,104
20.7,3.1071666482724853,104
20.8,3.079713999822066,104
20.9,3.027021378567068,104
20.2,3.044907919036412,104
20.3,3.055155623370088,104
20.4,3.0413442886890207,104
20.0,3.0133521434196613,104
19.7,3.045050482841827,104
19.4,3.0780064215798646,104
20.1,3.023881196579067,104
19.9,2.880871551051537,105
20.5,2.901634180818518,105
20.8,2.9110036367697387,105
20.7,2.905861449880521,105
20.6,2.8955849125361945,105
20.1,2.9048077090506816,105
20.0,2.8979247161709325,105
19.2,2.919970388853839,105
19.6,2.903595699122695,105
20.3,2.928428710395216,105
20.4,2.9173769716319407,105
19.1,2.9436585116099803,105
20.2,2.9214790261525625,105
19.7,2.9037129352670665,105
19.4,2.929764810220104,105
19.5,2.920349509119445,105
20.9,2.9272390927889926,105
19.8,2.885332934944069,105
19.3,2.933325975427872,105
20.8,4.112829624679241,106
20.6,4.128063054115968,106
20.7,4.108060520495817,106
19.2,4.4560841658449775,106
20.9,4.138717865808621,106
20.1,4.256461810146007,106
19.7,4.267852688904516,106
20.3,4.150974400641401,106
20.0,4.296025058056983,106
20.2,4.267412045248613,106
20.5,4.137413646174952,106
20.4,4.20077878458273,106
19.8,4.271435861766256,106
19.9,4.279576480596394,106
19.1,4.486652035182191,106
19.6,4.288434774438576,106
19.5,4.309598510183633,106
19.3,4.327462996563378,106
19.4,4.328858721029523,106
19.1,5.211105854666866,108
19.3,5.176708937291169,108
19.4,5.210335881483427,108
19.9,5.349998453254282,108
20.5,5.4850692806211,108
20.0,5.382457543467508,108
19.2,5.221268338468697,108
20.3,5.446001311735674,108
19.8,5.3002753026017135,108
19.7,5.297073785244022,108
19.6,5.228017710095587,108
19.5,5.254626392013661,108
20.6,5.482116842089036,108
20.1,5.369530631124031,108
20.2,5.396291530518184,108
20.7,5.461382198391764,108
20.9,5.517982052156444,108
20.4,5.44664525237588,108
20.8,5.509392884713849,108
20.9,5.202674458186365,110
20.4,5.039638176116277,110
20.5,5.07118611150373,110
19.2,5.089854225923005,110
19.1,5.094902383010751,110
20.8,5.188691277815577,110
20.7,5.064262547135907,110
20.6,5.144128409438064,110
19.6,5.107634838158169,110
19.5,5.113220650849018,110
19.4,5.054149621193924,110
19.3,5.108155317168506,110
19.7,5.112519648741364,110
19.9,5.187115143267267,110
20.0,5.120245125606691,110
20.2,5.035282677648835,110
19.8,5.126679510128074,110
20.3,5.132192031089725,110
20.1,5.123522967299309,110
19.4,3.8099663950026583,111
19.3,3.850522531972421,111
20.0,3.8952098794651335,111
19.9,3.882239807457363,111
20.8,4.143600075630255,111
20.9,4.225385891180688,111
19.2,3.827114531878317,111
19.1,3.839479803897461,111
19.6,3.7913967391721553,111
19.5,3.7763587821640714,111
19.8,3.825620891993736,111
19.7,3.811573334655924,111
20.4,4.014312273534583,111
20.5,4.064532875272316,111
20.6,4.099256939906406,111
20.7,4.112031451605422,111
20.1,3.9018744293906495,111
20.3,4.0636202010397415,111
20.2,3.963088329758759,111
20.9,3.744342015569875,112
20.4,3.734376546521728,112
20.5,3.7495849398492074,112
19.6,3.818399949024449,112
19.5,3.857748215168199,112
19.7,3.811549028132548,112
20.8,3.786548383067036,112
20.2,3.722869723409249,112
20.3,3.7332941575671375,112
19.1,3.8501475724944183,112
19.3,3.892702493513888,112
19.4,3.8644679395253463,112
19.2,3.890268390712632,112
20.1,3.842124367738111,112
20.0,3.8034601039653855,112
19.8,3.8514942047163463,112
19.9,3.849865947377092,112
20.6,3.7501455256078025,112
20.7,3.7467282967401783,112
20.0,2.28609722429375,113
19.9,2.502073746616679,113
20.5,2.698103154479562,113
20.6,2.353741803057988,113
19.8,2.581674023936236,113
20.9,2.6135151982547686,113
19.2,2.640637358537276,113
20.1,2.0100531082544437,113
20.8,2.776852583080526,113
20.7,2.8097181787276573,113
19.6,2.8124800008489994,113
19.7,2.780604816998416,113
19.3,2.5070347829612545,113
19.5,2.89967672036013,113
19.4,2.4463518688933537,113
20.2,2.4734727457947705,113
20.4,2.155557468071404,113
20.3,2.8408747138266666,113
19.1,2.8298304712928424,113
19.5,3.927678664862297,117
20.7,4.104028119535871,117
19.3,3.8934218102864673,117
19.4,3.962429449302154,117
20.9,4.218118039230824,117
19.6,3.949946821606232,117
20.8,4.116594386013755,117
19.1,3.8601816224133065,117
19.2,3.878895162871295,117
19.9,3.9979469943456114,117
20.0,3.980843979968552,117
19.7,4.011279332916043,117
19.8,3.912921633629669,117
20.3,4.058634513430286,117
20.4,4.075948014214831,117
20.1,3.974702227570965,117
20.2,4.011610366143477,117
20.6,4.1398020427762425,117
20.5,4.114932698846786,117
20.8,5.196783922225371,120
20.9,5.186996648427022,120
20.7,5.142886545731076,120
20.6,5.121057191619302,120
20.4,5.110555114227884,120
20.5,5.134871710133269,120
19.7,5.117419782214967,120
19.4,4.968671120154867,120
19.5,5.05492228553029,120
19.3,4.995705661945008,120
19.2,4.955069695443738,120
19.1,5.027143654485121,120
20.3,5.070261396644713,120
19.6,5.107052229318988,120
20.1,5.07465556660302,120
19.8,5.098156133426198,120
19.9,5.05573539105708,120
20.0,5.056468896676373,120
20.2,5.066364525029583,120
19.2,4.558687080794414,121
20.9,5.252254731786804,121
19.7,4.717676429156923,121
19.8,4.743597600016399,121
19.9,4.7427437973778375,121
20.0,4.756330843651659,121
20.1,4.861220175770363,121
20.2,4.874986702744916,121
20.3,4.961653334342795,121
20.8,5.217002299712178,121
19.4,4.298312311970829,121
19.6,4.668966021723918,121
19.5,4.354155996576063,121
20.7,5.171110070719155,121
20.6,5.145403918098882,121
20.5,5.121324571917104,121
20.4,4.964695334412726,121
19.1,4.4591395227584805,121
19.3,4.280106330310652,121
19.4,2.533094831710928,124
19.7,2.1005014244770903,124
19.5,2.38296801772653,124
19.6,2.116039700968808,124
19.2,2.7025470249516355,124
19.3,2.450095321008331,124
19.1,2.6290490678787384,124
20.6,1.6727508398207382,124
20.5,1.8097760807420555,124
20.4,1.5866375279518177,124
20.3,1.7379117021411097,124
20.2,1.398723716155537,124
20.1,2.0013426754734684,124
20.0,1.9744480956551005,124
19.9,1.999038494230584,124
19.8,2.036130962991882,124
20.8,1.9338478679115152,124
20.7,1.6243958225095698,124
20.9,1.8071868044476933,124
19.1,0.8708731624875647,125
19.3,1.1063435330377205,125
19.2,1.14324435469311,125
19.4,1.0243367253828963,125
20.3,1.0855433195058892,125
20.2,0.9620203338457024,125
20.1,0.976997871192779,125
20.0,0.9642852653022008,125
19.9,1.0275544962731544,125
19.8,1.0799741859516654,125
19.7,1.066848834747297,125
19.6,0.9980987453341924,125
19.5,0.9187346872954216,125
20.7,1.052586868408646,125
20.4,1.055781849702058,125
20.5,1.1309975203929652,125
20.6,1.2703757799413349,125
20.9,1.1191288758150637,125
20.8,1.1268042259576574,125
20.7,3.249240193198605,128
20.0,2.814868910147499,128
20.8,3.5777596657371733,128
20.6,3.181446139620792,128
20.5,3.101494229278124,128
20.4,3.068600766020146,128
20.3,2.84589657901638,128
20.2,2.9541382179914466,128
20.1,2.8468825575408205,128
19.1,2.45864821038203,128
19.2,2.609349196691753,128
19.4,2.806450687784304,128
19.3,2.7650437296903494,128
19.5,2.837164740896317,128
19.9,2.8000276503897914,128
19.8,2.811222695869427,128
19.7,2.8037841083652677,128
19.6,2.855213402742501,128
20.9,3.83358197062128,128
19.5,5.178410736808991,137
19.4,5.297377181592366,137
19.7,5.299171420683077,137
20.1,5.246716245093186,137
20.6,4.985525163468009,137
20.8,4.954471612275409,137
20.7,4.9571913439779465,137
19.6,5.354334670529942,137
20.3,5.0492966416667935,137
20.2,5.1595409716878615,137
20.5,5.025010545543021,137
19.3,5.316079747960778,137
19.8,5.362955781198894,137
19.9,5.22767213470963,137
20.0,5.269364406329084,137
20.4,4.990731104180179,137
20.9,5.021007902141871,137
19.1,5.28197354572238,137
19.2,5.312492358181047,137
20.8,3.0263613965606515,140
20.3,3.052807824344139,140
20.4,3.1106578295145555,140
20.5,3.115147015375144,140
20.6,3.113764130757975,140
19.2,2.874001156250567,140
19.5,2.924575428621685,140
19.8,2.9590187366951186,140
19.7,2.9272168471255613,140
19.6,2.936104268780497,140
20.7,3.0236487676280355,140
20.9,2.9698252799409923,140
19.3,2.891574050306237,140
19.9,2.960882557361954,140
19.1,2.921507162188721,140
19.4,2.870471032158977,140
20.2,2.989127805581368,140
20.1,2.9922682379192604,140
20.0,2.9511719643415284,140
20.0,5.075235925175536,142
20.7,5.397003464631828,142
20.2,5.282629127015142,142
20.8,5.423957571273684,142
20.3,5.273749316403114,142
19.4,4.819030731473264,142
19.7,4.894172937844349,142
20.9,5.472711726283204,142
19.1,4.681425539385231,142
19.6,4.893398653502603,142
19.9,4.976921706854379,142
19.2,4.7253978372411565,142
19.5,4.807601797901474,142
19.8,4.992418607818587,142
20.4,5.328709041244283,142
20.5,5.378786711078454,142
20.6,5.342809019894719,142
20.1,5.169483434823838,142
19.3,4.781832647807312,142
20.5,5.2102070684592325,143
20.6,5.1709881266550415,143
20.4,5.118438101669459,143
20.1,5.024462573277375,143
20.2,4.983966846284926,143
20.0,5.061401242111261,143
20.9,5.224117124968553,143
19.8,4.803921165844708,143
19.6,4.833502676370868,143
19.3,4.812723300276407,143
20.8,5.328927065070129,143
19.7,4.93665410003533,143
19.9,4.847960848191699,143
20.3,5.186465386967999,143
19.5,4.872785379459048,143
19.4,4.80234118142084,143
19.1,4.81819324234381,143
19.2,4.842363398918057,143
20.7,5.218723066096629,143
20.5,3.389360795964825,144
20.3,3.337761094253884,144
20.2,3.2123238602912663,144
20.0,3.157166852258462,144
19.9,3.0999439695098023,144
19.8,3.1288938674327404,144
20.1,3.2185257857261056,144
19.5,3.008382644793945,144
19.6,3.0317321976169,144
19.4,3.02646163103464,144
20.4,3.372340990165561,144
20.9,3.270826566452473,144
20.6,3.411050980794548,144
20.7,3.38790961310107,144
20.8,3.2549903356575536,144
19.7,3.113471091303937,144
19.1,3.0384723972096808,144
19.2,3.031724287317909,144
19.3,3.0653127169749665,144
19.3,3.122268583995336,148
19.5,3.0239144428819555,148
19.6,2.9286017502762496,148
20.2,2.3918446834348286,148
19.8,2.8124592562293933,148
20.8,1.960756850643413,148
20.9,1.8020575003776176,148
19.4,3.0386263267003724,148
20.5,2.0933908427377013,148
19.2,3.201099528218796,148
19.1,3.203996793246556,148
20.7,1.8811453021481237,148
20.3,2.263532053122714,148
19.9,2.6599063373487386,148
20.0,2.510884670530109,148
20.1,2.52064285091614,148
20.6,1.887290303239289,148
19.7,2.7977151696918843,148
20.4,2.151101328919949,148
20.6,4.485972212621162,149
19.9,5.0618580209285495,149
20.0,4.949083137116482,149
20.9,4.424903187556271,149
20.8,4.283304357116604,149
20.2,4.861933905435002,149
20.5,4.51660032301595,149
20.4,4.547491884330782,149
20.3,4.598631562912723,149
19.5,5.05125910653117,149
19.2,4.777995544750878,149
20.1,5.005794909404833,149
19.8,5.091054655871014,149
19.7,5.081851019087692,149
20.7,4.282863074322666,149
19.6,4.9930022384908055,149
19.1,4.94413376021024,149
19.3,4.91145798112311,149
19.4,4.971570219601606,149
20.7,5.331991109330821,150
20.5,5.276592548962087,150
20.6,5.351954972875319,150
20.1,5.182504784080168,150
20.3,5.309027162310881,150
