mean,median,std,var,amplitude,first_order_sensitivity,second_order_sensitivity,averagenrmse
65.05263157894737,66.0,3.6917216666842485,13.628808864265926,13.0,0.6473684210526315,-0.017765000739356385,1.406738968
70.42105263157895,70.0,3.0142781185844956,9.085872576177286,9.0,0.526315789473684,0.006634232638258575,0.932877402
28.68421052631579,29.0,3.961028994153006,15.689750692520775,13.0,-0.6736842105263159,-0.004717676637865307,0.996049345
18.31578947368421,18.0,1.9208723779889116,3.689750692520776,6.0,-0.343859649122807,-0.00014742739418993622,1.035556565
103.0,103.0,9.369603710094175,87.78947368421052,34.0,-1.682456140350877,0.0011057054378919018,0.979777242
9.68421052631579,10.0,0.46482951928041294,0.2160664819944598,1.0,0.06842105263157897,-0.006707946338624815,1.053434365
7.052631578947368,7.0,0.6862318321265946,0.4709141274238227,2.0,-0.11403508771929825,-0.00036856848220478966,1.012520624
118.0,118.0,5.477225575051661,30.0,17.0,-0.963157894736842,-0.017027863779307983,0.933028296
95.63157894736842,96.0,4.157561612238211,17.28531855955679,14.0,0.7456140350877191,-0.0009582780502441768,0.849952711
77.36842105263158,78.0,4.579249838769727,20.969529085872573,13.0,0.8140350877192984,-0.02270381837168345,0.895702804
51.21052631578947,51.0,2.1662226976059658,4.692520775623268,9.0,0.35087719298245607,0.020492407487175845,1.081810388
51.05263157894737,53.0,8.444703629529087,71.31301939058173,29.0,1.452631578947368,-0.0778416635325512,1.012632162
86.63157894736842,87.0,2.4965349948697733,6.232686980609418,9.0,0.4105263157894736,-0.022114109335294032,0.984940533
16.31578947368421,15.0,2.4932040594372653,6.216066481994458,9.0,-0.4035087719298245,0.037741412352317094,0.995143824
106.84210526315789,107.0,8.57943169443326,73.60664819944598,30.0,-1.5315789473684214,-0.018796992483424146,1.03776813
91.15789473684211,93.0,7.27839743707896,52.97506925207757,21.0,1.2877192982456145,0.01208904614261952,1.13209329
130.89473684210526,132.0,3.932251756705863,15.462603878116344,13.0,0.6859649122807017,-0.03088603862822481,0.888338399
125.78947368421052,126.0,1.541665106934401,2.376731301939058,5.0,-0.19122807017543858,-0.012752469411024814,1.511746031
42.8421052631579,42.0,4.880284265822581,23.817174515235454,18.0,-0.8210526315789473,0.060740085505839314,1.350696292
84.42105263157895,84.0,1.2697197980857704,1.6121883656509697,5.0,0.18245614035087718,0.0070765148142875045,2.181722123
26.57894736842105,27.0,0.6740130776245103,0.45429362880886426,3.0,0.07719298245614035,0.0005897095658579099,4.641591797
55.526315789473685,58.0,5.1541339673031965,26.565096952908586,17.0,-0.756140350877193,-0.11197110423359113,0.949727431
