CV,rCV_MAD,avg,mean,median,std,var,amplitude,first_order_sensitivity,second_order_sensitivity,CV_MC,rCV_MAD_MC,avg_MC,std_MC,var_MC,amplitude_MC,first_order_sensitivity_MC,second_order_sensitivity_MC,CV_KR,rCV_MAD_KR,avg_KR,std_KR,var_KR,amplitude_KR,first_order_sensitivity_KR,second_order_sensitivity_KR,CV_GR,rCV_MAD_GR,avg_GR,std_GR,var_GR,amplitude_GR,first_order_sensitivity_GR,second_order_sensitivity_GR,label
0.011523054,0.009642476,0.854768798,0.854768798,0.850858479,0.009849547,9.7e-05,0.031113262,-0.001472734,0.000205433,0.026906079,0.027847432,3.430313682,0.092296292,0.008518606,0.310880788,-0.011513293,-0.002412258,0.015963602,0.0237216,125.6315789,2.005532514,4.022160665,7,-0.301754386,0.012826183,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,1
0.003199058,0.001555786,0.850548996,0.850548996,0.849646801,0.002720956,7.4e-06,0.011198152,0.00042825,3.76e-05,0.029221253,0.039366664,3.777861976,0.110393862,0.012186805,0.395786205,-0.018577995,-0.001003399,0.017076756,0.022809231,130.1052632,2.221775886,4.936288089,7,-0.329824561,-0.015037594,0.145773797,0.0,2.105263158,0.306892205,0.094182825,1,-0.005263158,-0.002285125,1
0.046647367,0.044462439,0.943887776,0.943887776,0.933574811,0.04402988,0.00193863,0.165758511,-0.002855494,0.00149619,0.091865375,0.118525567,3.81781841,0.350725319,0.12300825,1.205249095,-0.063201185,0.000938414,0.124273239,0.09884,46.57894737,5.788516667,33.50692521,20,-0.989473684,0.065900044,0.14542232,0.16944,36.10526316,5.250511121,27.56786704,16,-0.919298246,0.040542533,1
0.051657525,0.067115727,0.914885355,0.914885355,0.908654316,0.047260713,0.002233575,0.15631735,-0.000693509,0.00174614,0.196750426,0.208549644,3.738047693,0.735462476,0.540905054,2.441689696,-0.109266968,0.004781244,0.046417166,0.050257627,118.0,5.477225575,30.0,17,-0.963157895,-0.017027864,0.108397417,0.04633125,31.57894737,3.423076325,11.71745152,15,-0.347368421,-0.069438302,1
0.730340515,0.603990199,3.687714126,3.687714126,2.692590169,2.693287032,7.253795037,9.340774313,0.357020555,0.063662341,0.02222003,0.017038184,4.9903126,0.110884895,0.01229546,0.403696744,0.017462267,-0.001496059,0.066251446,0.051124138,29.21052632,1.935239612,3.745152355,8,0.322807018,0.011351909,0.046322369,0.061775,24.31578947,1.126364977,1.268698061,5,0.140350877,-0.008698216,0
0.332758261,0.257601479,1.002693975,1.002693975,0.85934097,0.333654704,0.111325461,1.164564877,0.026243924,0.010917197,0.406572644,0.351344362,1.097178204,0.446082643,0.198989724,1.346829227,0.076089682,-0.002529688,0.05901497,0.0,11.42105263,0.674013078,0.454293629,2,-0.09122807,-0.008845644,0.041326487,0.0,21.15789474,0.874381459,0.764542936,3,0.101754386,-0.001769129,0
0.344965794,0.413928532,1.057282051,1.057282051,1.011633975,0.364726142,0.133025158,1.27401683,-0.024730774,0.012254946,0.022617227,0.015126605,5.444717151,0.123144404,0.015164544,0.339244696,0.020715154,-0.001379612,0.030842854,0.017041379,87.57894737,2.70118472,7.296398892,9,0.366666667,0.061845791,0.119327913,0.172395349,42.89473684,5.118539438,26.19944598,16,0.9,0.030296329,0
0.006146766,0.003786009,0.848833163,0.848833163,0.846501291,0.005217579,2.72e-05,0.017384011,-0.000865351,8.05e-05,0.018222616,0.018616167,3.962433164,0.072205898,0.005213692,0.264128826,-0.002671932,-0.001717483,0.043474777,0.04633125,95.63157895,4.157561612,17.28531856,14,0.745614035,-0.000958278,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,1
0.041638544,0.04438294,0.883796862,0.883796862,0.873289488,0.036800014,0.001354241,0.124405634,0.003633341,0.001152541,0.009560218,0.00734361,3.80154703,0.036343619,0.001320859,0.135159926,-0.003747816,-0.000967001,0.059187583,0.076030769,77.36842105,4.579249839,20.96952909,13,0.814035088,-0.022703818,0.352505823,0.0,1.368421053,0.482376389,0.232686981,1,0.073684211,0.005159959,1
0.45334234,0.563641239,1.778353668,1.778353668,1.72942573,0.806203013,0.649963298,2.776471195,0.03643119,0.028308336,0.083117325,0.066108057,4.195084636,0.348684212,0.121580679,1.307049951,0.057876284,0.001947282,0.063043255,0.103437209,43.68421053,2.753994832,7.584487535,9,0.026315789,-0.090594133,0.064537426,0.1059,27.63157895,1.783270984,3.180055402,6,-0.292982456,-0.010246204,0
0.145479092,0.190671579,1.029856957,1.029856957,1.002094937,0.149822655,0.022446828,0.504133709,0.009048562,0.005270506,0.008883735,0.010660583,3.058518261,0.027171066,0.000738267,0.093814505,-0.000769674,0.000366941,0.04230034,0.029070588,51.21052632,2.166222698,4.692520776,9,0.350877193,0.020492407,0.0,0.0,1.0,0.0,0.0,0,0.0,-2.18e-12,0
0.077100345,0.091325615,0.941904398,0.941904398,0.927827895,0.072621154,0.005273832,0.246418275,0.005288028,0.002487137,0.005576418,0.005335209,2.912206459,0.016239681,0.000263727,0.062786961,-0.000850729,0.000352904,0.03156514,0.04942,91.05263158,2.87408904,8.260387812,9,0.466666667,-0.00619195,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,0
0.002059984,0.002077857,0.854366938,0.854366938,0.854208927,0.001759982,3.1e-06,0.006395635,-0.000145919,5.64e-05,0.024761849,0.021192752,4.253299634,0.105319564,0.011092211,0.378591515,-0.017914703,0.000437718,0.011924183,0.010514894,141.1052632,1.682564986,2.831024931,6,-0.189473684,-0.027421495,0.195213617,0.0,3.473684211,0.678110459,0.459833795,2,0.052631579,-0.007666224,1
0.304954902,0.463637979,1.020478155,1.020478155,1.007198601,0.311199815,0.096845325,1.007641757,-0.007960211,0.011303684,0.020901074,0.031086575,5.355067378,0.111926657,0.012527577,0.341273115,0.019956759,-6.6e-05,0.04938612,0.069496875,63.21052632,3.121722658,9.745152355,11,0.552631579,0.00479139,0.075065794,0.114046154,25.89473684,1.94380898,3.778393352,6,0.30877193,0.005012531,0
0.278044476,0.390866097,1.15126567,1.15126567,1.1340945,0.320103059,0.102465969,1.026755932,-0.003923097,0.011822944,0.009068872,0.006572837,5.111371322,0.046354374,0.002148728,0.167391781,0.002322352,0.000306862,0.029322896,0.036758678,121.9473684,3.575850053,12.7867036,11,0.624561404,0.016511868,0.164274123,0.2118,14.42105263,2.369005776,5.612188366,10,0.285964912,-0.02233525,0
0.109486275,0.123315145,0.942828815,0.942828815,0.910198025,0.103226815,0.010655775,0.346838134,0.004444633,0.003752507,0.034313612,0.032445489,3.941957114,0.135262786,0.018296021,0.449027109,0.022727347,0.001628396,0.02881784,0.034082759,86.63157895,2.496534995,6.232686981,9,0.410526316,-0.022114109,0.145773797,0.0,2.105263158,0.306892205,0.094182825,1,0.003508772,0.001031992,0
0.039764654,0.047130458,0.88084199,0.88084199,0.875831635,0.035026377,0.001226847,0.117381217,0.00044229,0.001265872,0.014701847,0.020584171,3.805269358,0.05594449,0.003129786,0.16983277,-0.008537595,0.000209743,0.051352429,0.059304,100.2631579,5.148756674,26.50969529,18,0.91754386,-0.004643963,0.108785659,0.0,2.052631579,0.223296878,0.049861496,1,-0.00877193,-0.000368568,1
0.040848673,0.029851734,0.984003382,0.984003382,0.988902753,0.040195233,0.001615657,0.175327949,0.002502502,-2.53e-05,0.094124707,0.09482874,2.579913156,0.242833571,0.058968143,0.889623612,-0.0060652,0.00332915,0.152809281,0.09884,16.31578947,2.493204059,6.216066482,9,-0.403508772,0.037741412,0.152305755,0.177912,25.10526316,3.82367606,14.62049861,13,-0.673684211,0.03051747,1
0.005160269,0.005608061,0.855021749,0.855021749,0.853806139,0.004412142,1.95e-05,0.015558241,-0.000125687,0.000160614,0.023976177,0.028925924,4.009995573,0.096144362,0.009243738,0.357936417,0.016522762,0.000419513,0.031356248,0.027973585,106.1578947,3.328713326,11.08033241,13,0.580701754,-0.001253133,0.168980567,0.0,2.157894737,0.364642275,0.132963989,1,-0.019298246,-0.000368568,1
0.398352587,0.538339069,1.406871842,1.406871842,1.339256876,0.560431038,0.314082949,1.899392188,0.026390371,0.019737848,0.012536371,0.012493897,5.081093551,0.063698475,0.004057496,0.241714227,0.009727358,0.000115442,0.025394256,0.026713514,110.6842105,2.810743142,7.900277008,10,0.496491228,-0.011130768,0.05958765,0.080140541,37.47368421,2.232968783,4.986149584,8,0.324561404,0.021155831,0
0.29729663,0.285389666,0.903110682,0.903110682,0.850302452,0.268491762,0.072087826,0.960132984,-0.027306586,0.008126236,0.062875388,0.064949476,4.797335109,0.301634306,0.090983254,0.972148401,0.052379088,0.000522431,0.108720193,0.117666667,65.47368421,7.118311605,50.67036011,21,1.121052632,0.089562141,0.141007423,0.156063158,40.89473684,5.766461442,33.25207756,17,0.964912281,0.044817927,0
0.049374518,0.038536159,1.034472132,1.034472132,1.017517003,0.051076563,0.002608815,0.200060753,-0.006310456,0.001305073,0.177673841,0.193666397,2.026130841,0.359990449,0.129593123,1.303823309,-0.055845898,0.005055084,0.090755523,0.082366667,16.94736842,1.538067284,2.36565097,5,-0.175438596,-0.033613445,0.138627419,0.14826,20.57894737,2.852806365,8.138504155,9,-0.50877193,0.00058971,0
0.176079957,0.098073567,1.16225081,1.16225081,1.084806319,0.204649073,0.041881243,0.704761114,-0.028581155,0.004645068,0.085527546,0.088956162,1.051606876,0.089941355,0.008089447,0.399502617,0.007481375,0.000671093,0.036366041,0.0,11.21052632,0.407682457,0.166204986,1,0.031578947,-0.002506266,0.032141217,0.0,20.84210526,0.669890635,0.448753463,2,0.085964912,0.001842842,0
0.088866664,0.103846135,0.937152293,0.937152293,0.912964048,0.083281598,0.006935825,0.27839259,0.003093902,0.003047246,0.106596213,0.042121149,2.958990192,0.315417148,0.099487977,1.37493376,0.049816238,0.003839627,0.016081537,0.012252893,121.5789474,1.955176381,3.822714681,7,0.284210526,0.025062657,0.161970886,0.0,3.789473684,0.61378441,0.376731302,2,-0.024561404,-0.001916556,0
0.272330272,0.374750534,1.112466269,1.112466269,1.119441407,0.302958242,0.091783696,0.934432615,-0.002831748,0.011060179,0.027804258,0.025072943,5.17312229,0.143834828,0.020688458,0.408484169,-0.022728093,-0.001265706,0.06377776,0.075642857,98.42105263,6.277074322,39.40166205,21,1.136842105,-0.010467345,0.163184108,0.1412,40.10526316,6.544541613,42.83102493,24,1.163157895,-0.021008403,0
0.01277793,0.013386571,0.888902727,0.888902727,0.886033608,0.011358337,0.000129012,0.038369574,-0.001214845,0.000342916,0.025164665,0.019716405,2.979480605,0.074977632,0.005621645,0.244675983,0.010802589,-0.000508419,0.022311759,0.04176338,71.31578947,1.59118068,2.531855956,5,-0.198245614,-0.001842842,0.145773797,0.0,2.105263158,0.306892205,0.094182825,1,0.029824561,0.006265664,1
0.364557008,0.337557054,1.002088326,1.002088326,0.953143445,0.365318322,0.133457476,1.296259765,-0.037100017,0.01093163,0.051014215,0.074843776,5.090382937,0.259681892,0.067434685,0.791286187,0.046785609,-0.000288506,0.042416061,0.04176338,71.94736842,3.051724003,9.313019391,11,0.533333333,0.019312988,0.100933071,0.102248276,29.21052632,2.948308121,8.692520776,9,0.519298246,-0.001769129,0
0.323916727,0.393139576,1.175276837,1.175276837,1.217283729,0.380691827,0.144926267,1.128010155,0.000311803,0.013750852,0.034730282,0.049313319,5.005165363,0.173830802,0.030217148,0.526585884,0.029320318,0.00099249,0.028611257,0.026956364,54.63157895,1.563078148,2.443213296,5,0.189473684,0.010025063,0.095145688,0.1059,28.36842105,2.699132927,7.28531856,8,0.429824561,-0.007445083,0
0.024277457,0.028328431,0.87779551,0.87779551,0.87274261,0.021310643,0.000454144,0.067300796,0.001617456,0.00070608,0.0433017,0.055738707,3.187192194,0.13801084,0.019046992,0.402668336,0.022225733,-0.000234783,0.039471821,0.031212632,94.73684211,3.73943572,13.9833795,13,0.649122807,-0.020492407,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,1
0.012573752,0.014134547,1.037784036,1.037784036,1.037107195,0.013048839,0.000170272,0.042093959,0.002154436,9.95e-05,0.185055973,0.251302491,2.539538662,0.469956798,0.220859392,1.401939293,-0.085055677,-0.000621457,0.0803001,0.083136449,106.8421053,8.579431694,73.6066482,30,-1.531578947,-0.018796992,0.185592145,0.0,3.157894737,0.586080459,0.343490305,2,-0.084210526,0.005012531,1
0.10898456,0.086699068,0.836306598,0.836306598,0.811288985,0.091144507,0.008307321,0.317939491,0.011222461,0.002490217,0.057102586,0.045400592,4.781092689,0.273012754,0.074535964,0.808191582,-0.039234483,-0.004906829,0.076473413,0.113175573,130.8947368,10.00996733,100.199446,30,-1.814035088,-0.009287926,0.064744769,0.095212844,110.8421053,7.176446547,51.50138504,20,-1.28245614,0.010246204,0
0.239536664,0.323661114,1.031629269,1.031629269,1.006442921,0.247113033,0.061064851,0.843809389,0.01027022,0.008856879,0.012320779,0.015793732,5.279028867,0.065041747,0.004230429,0.186641066,0.002012351,0.001696362,0.012320257,0.010821898,137.3684211,1.692414231,2.864265928,6,0.257894737,0.017470146,0.134756643,0.094634043,48.26315789,6.503781129,42.29916898,22,0.542105263,-0.142636002,0
0.306635511,0.385774686,1.045239489,1.045239489,0.997122489,0.320507545,0.102725087,1.116694929,-0.021439544,0.010807465,0.103251716,0.125059213,4.035672962,0.416690158,0.173630688,1.424013622,0.069371049,0.001469262,0.079843852,0.111593548,91.15789474,7.278397437,52.97506925,21,1.287719298,0.012089046,0.117563799,0.191303226,60.26315789,7.084765756,50.19390582,21,1.261403509,0.017027864,0
0.028542447,0.02402074,0.853540851,0.853540851,0.846138029,0.024362145,0.000593514,0.091755231,-0.001671951,0.000825331,0.0207768,0.008900794,4.769778732,0.099100739,0.009820956,0.355300354,-0.011534279,-0.002414323,0.021693725,0.010154795,145.0,3.145590063,9.894736842,12,-0.363157895,-0.065678903,0.23570226,0.2118,7.263157895,1.711942733,2.930747922,6,0.110526316,-0.006265664,1
0.374102248,0.449015281,1.580243092,1.580243092,1.479951789,0.591172493,0.349484916,2.060782291,0.039317583,0.020335121,0.127177042,0.133670813,1.909385932,0.242830056,0.058966436,0.92032439,0.035942836,-0.001292297,0.280951113,0.390157895,19.47368421,5.471153261,29.93351801,18,0.950877193,0.033760873,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,0
0.243627068,0.263997794,1.023736434,1.023736434,1.029846304,0.249409906,0.062205301,0.869286978,-0.022099786,0.007689154,0.020761992,0.024480467,4.65262107,0.096597682,0.009331112,0.380248938,-0.001937478,0.002944665,0.01955421,0.018303704,81.10526316,1.585949387,2.515235457,5,0.075438596,-0.017322719,0.055893358,0.054911111,54.84210526,3.065309427,9.396121884,11,0.056140351,-0.060445231,0
0.039307338,0.037227811,0.874086872,0.874086872,0.864786589,0.034358029,0.001180474,0.132953047,-0.001618365,0.001168405,0.01574146,0.013919583,4.768342236,0.075060668,0.005634104,0.266024995,-0.005096889,-0.001576371,0.030041328,0.033695455,130.8947368,3.932251757,15.46260388,13,0.685964912,-0.030886039,0.298243026,0.269563636,11.36842105,3.390552297,11.49584488,12,0.061403509,-0.041795666,1
0.286104303,0.378413763,1.239449057,1.239449057,1.150015437,0.354611708,0.125749464,1.185102064,0.015495377,0.012806621,0.01558798,0.017024985,5.165305538,0.080516681,0.006482936,0.281533333,-0.000232327,0.000742396,0.087248523,0.110641791,67.36842105,5.877795204,34.54847645,19,1.068421053,-0.001547988,0.126983061,0.0,3.210526316,0.407682457,0.166204986,1,0.038596491,0.001621701,0
0.245881788,0.277218873,1.116347678,1.116347678,1.041097381,0.274489563,0.07534452,0.990699041,0.01972411,0.009390147,0.028725381,0.020309956,5.123912305,0.147186334,0.021663817,0.524642973,0.021903957,-0.00289173,0.069646644,0.090402439,82.26315789,5.72935291,32.82548476,18,1.035087719,0.007961079,0.265372446,0.4236,7.473684211,1.983309861,3.933518006,6,0.342105263,0.009951349,0
0.560769305,0.026974821,1.097908389,1.097908389,0.856245888,0.615673325,0.379053643,2.57627869,0.067324592,0.013580082,0.038232817,0.034851415,4.399525959,0.168206269,0.028293349,0.579876247,-0.025716215,0.00140651,0.012255915,0.011766667,125.7894737,1.541665107,2.376731302,5,-0.19122807,-0.012752469,0.232641411,0.2118,7.421052632,1.726444154,2.980609418,6,0.035087719,0.02432552,0
0.137151133,0.078465862,1.33561573,1.33561573,1.240616234,0.183181211,0.033555356,0.59447443,0.028449153,0.002494681,0.19915226,0.294597215,2.97566377,0.592610166,0.351186808,1.914726824,-0.091972162,-0.004638471,0.113913269,0.1059,42.84210526,4.880284266,23.81717452,18,-0.821052632,0.060740086,0.048329699,0.032230435,46.78947368,2.261321164,5.113573407,8,-0.243859649,0.065973758,0
0.010352029,0.009443512,0.889328755,0.889328755,0.886232445,0.009206357,8.48e-05,0.030122654,-0.001340464,0.000204987,0.062510996,0.082723653,2.518928152,0.157460708,0.024793874,0.484796894,-0.026447022,0.001739152,0.084718048,0.117666667,62.84210526,5.32386047,28.3434903,18,-0.922807018,-0.031402035,0.336781161,0.0,1.210526316,0.407682457,0.166204986,1,0.052631579,0.008108507,1
0.390275476,0.470430529,1.695689013,1.695689013,1.714912258,0.661785836,0.437960493,2.196312085,0.045436621,0.021766473,0.133436906,0.140168251,3.750428203,0.500445535,0.250445733,1.579736834,-0.078268765,0.003846642,0.051464901,0.0353,41.26315789,2.123604316,4.509695291,8,-0.289473684,0.027495209,0.055375141,0.087211765,33.68421053,1.86526791,3.479224377,6,0.280701754,0.001031992,0
0.010318434,0.004893005,0.999648182,0.999648182,0.995692481,0.010314804,0.000106395,0.030519449,-0.001324855,0.000186907,0.079541218,0.073101483,1.58330968,0.125938381,0.015860476,0.460672623,-0.021590474,0.000152475,0.091506781,0.143477419,32.15789474,2.942665421,8.659279778,9,0.424561404,-0.036709421,0.080882261,0.101086364,44.31578947,3.58436123,12.84764543,12,0.459649123,-0.071354858,1
0.041497803,0.039983801,0.87910468,0.87910468,0.867923337,0.036480913,0.001330857,0.125888232,0.003782517,0.00112264,0.018251813,0.026674525,3.928657915,0.07170513,0.005141626,0.221987172,0.012022332,0.000445361,0.025480231,0.028511538,105.0,2.675424216,7.157894737,9,0.463157895,0.014890167,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,1
0.494225195,0.555370022,1.918372387,1.918372387,1.818214216,0.948107967,0.898908717,3.392552546,0.069699873,0.031493507,0.053577543,0.075450054,4.243643524,0.227363995,0.051694386,0.683882847,0.041224979,0.000414002,0.015040322,0.01765,84.42105263,1.269719798,1.612188366,5,0.18245614,0.007076515,0.068347947,0.057023077,26.0,1.777046633,3.157894737,6,0.173684211,0.041500811,0
