CV,rCV_MAD,avg,mean,median,std,var,amplitude,first_order_sensitivity,second_order_sensitivity,CV_MC,rCV_MAD_MC,avg_MC,std_MC,var_MC,amplitude_MC,first_order_sensitivity_MC,second_order_sensitivity_MC,CV_KR,rCV_MAD_KR,avg_KR,std_KR,var_KR,amplitude_KR,first_order_sensitivity_KR,second_order_sensitivity_KR,CV_GR,rCV_MAD_GR,avg_GR,std_GR,var_GR,amplitude_GR,first_order_sensitivity_GR,second_order_sensitivity_GR,label
0.283410301,0.355462097,1.275270876,1.275270876,1.202476078,0.361424903,0.13062796,1.161109809,0.010354983,0.013272937,0.026138134,0.024555744,3.641069351,0.09517076,0.009057474,0.272721645,0.013842829,0.001673512,0.046854291,0.044927273,33.47368421,1.568385729,2.459833795,5,0.238596491,0.016217013,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,0
0.492900327,0.688486072,3.491156205,3.491156205,3.548619695,1.720792036,2.961125232,5.649128837,0.038562386,0.061673554,0.01297305,0.014776638,4.80218163,0.062298943,0.003881158,0.243787487,-0.004742324,-0.000772918,0.034571287,0.048214634,122.2105263,4.224975209,17.85041551,13,0.759649123,-0.009066785,0.189563161,0.134781818,20.68421053,3.920964323,15.37396122,13,-0.575438596,-0.070470293,0
0.643667966,0.897231017,3.690375545,3.690375545,3.141621241,2.375376519,5.642413607,7.730387518,-0.109485308,0.085748504,0.150061901,0.030808778,4.840398242,0.726359364,0.527597925,3.476056389,-0.057231849,-0.001073983,0.025358908,0.0,26.57894737,0.674013078,0.454293629,3,0.077192982,0.00058971,0.183303028,0.0,2.631578947,0.482376389,0.232686981,1,0.073684211,-0.005159959,0
0.254578256,0.05885173,1.025825426,1.025825426,0.909205135,0.261152848,0.06820081,0.968382806,-0.031900179,0.006441015,0.111640857,0.121247669,2.595701442,0.289786333,0.083976119,0.96116463,-0.049658895,-0.000852114,0.095634751,0.087211765,17.36842105,1.661024615,2.75900277,7,-0.054385965,0.048724753,0.120856467,0.164733333,18.84210526,2.277190279,5.185595568,8,-0.110526316,0.077473095,0
0.814690047,0.172192323,1.822800906,1.822800906,0.894100333,1.485017756,2.205277734,5.187529081,-0.103630228,0.048966042,0.05739403,0.058132328,3.266656096,0.187486558,0.035151209,0.668364232,-0.018752976,-0.002799723,0.129821282,0.107434783,70.10526316,9.101155143,82.83102493,31,-1.592982456,0.068553737,0.090043904,0.080140541,75.52631579,6.800684339,46.24930748,23,-1.178947368,0.066637181,0
0.42862285,0.572836559,1.562982595,1.562982595,1.486162808,0.669930054,0.448806278,2.316996098,0.035662384,0.023288922,0.11853964,0.081188076,3.874979409,0.459338663,0.210992007,1.585781477,0.070169985,-0.000741085,0.19436354,0.234094737,36.05263158,7.00731711,49.10249307,21,1.09122807,-0.060445231,0.137559313,0.179709091,31.94736842,4.394658052,19.31301939,13,0.701754386,-0.019018134,0
0.002376913,0.001600762,0.850707944,0.850707944,0.851751983,0.002022059,4.09e-06,0.006364438,-0.000348688,-2.14e-05,0.016875365,0.010798741,4.283885618,0.072292132,0.005226152,0.243112305,-0.011413806,-0.000582727,0.009519407,0.011231818,132.0,1.256561725,1.578947368,6,0.10877193,-0.020492407,0.209854429,0.37065,3.736842105,0.784192865,0.614958449,3,0.056140351,-0.008550789,1
0.005953659,0.002428958,1.015094516,1.015094516,1.017882408,0.006043527,3.65e-05,0.020015813,-0.000854707,-0.000113984,1.063601103,1.4826,0.386073623,0.410628331,0.168615626,1.217339773,-0.067882931,0.005199026,0.127274487,0.146171831,71.84210526,9.143667109,83.6066482,33,-1.657894737,0.008034793,0.720917766,0.0,3.894736842,2.807784983,7.88365651,9,-0.429824561,0.053737284,1
0.241616454,0.350534401,1.134216555,1.134216555,1.103169042,0.274045382,0.075100871,0.836847848,-0.005007476,0.009942741,0.089518583,0.07323299,4.871120988,0.436055848,0.190144702,1.24568642,-0.065229731,0.006128476,0.006605902,0.010982222,135.2105263,0.893187513,0.797783934,3,0.021052632,0.004865104,0.109105063,0.15885,81.10526316,8.84899481,78.30470914,27,1.556140351,-0.007445083,0
0.68795771,0.517416651,2.074744338,2.074744338,1.547609237,1.427336363,2.037289092,4.999416298,0.183231322,0.036836172,0.051400537,0.036481963,5.057895675,0.259978555,0.067588849,0.838776223,-0.036693122,-0.003961975,0.006419365,0.012892174,115.3684211,0.740591962,0.548476454,3,-0.094736842,-0.004127967,0.128067889,0.130817647,35.78947368,4.583482328,21.00831025,18,0.447368421,0.106368863,0
0.572473551,0.558617502,2.661874686,2.661874686,2.468726881,1.523852854,2.32212752,5.519837381,0.143536034,0.047534697,0.042335525,0.052009001,4.828103876,0.204400313,0.041779488,0.691950123,0.027265145,-0.004124137,0.042166032,0.047825806,93.78947368,3.954729978,15.6398892,13,0.70877193,0.016364441,0.177322194,0.2471,6.421052632,1.13859514,1.296398892,3,0.138596491,0.011867905,0
0.250985738,0.167138802,0.882913852,0.882913852,0.798539631,0.221598785,0.049106021,0.793154625,0.025402464,0.006295132,0.06805715,0.085159885,4.339542265,0.295336879,0.087223872,1.126872782,0.019601179,-0.007827985,0.092823266,0.051124138,55.52631579,5.154133967,26.56509695,17,-0.756140351,-0.111971104,0.094958174,0.05295,54.36842105,5.162725987,26.65373961,16,-0.79122807,-0.095164382,0
0.343822257,0.464009769,1.361423526,1.361423526,1.284113632,0.468087709,0.219106104,1.557632593,0.018238859,0.016821752,0.021737232,0.023355579,4.687643161,0.101896386,0.010382874,0.32135786,0.014190047,0.001333079,0.021044341,0.024917647,119.2631579,2.50981453,6.299168975,8,-0.185964912,-0.074155978,0.083106952,0.087211765,69.78947368,5.799990448,33.6398892,19,0.156140351,-0.184947663,0
0.689976963,0.542761163,5.240322921,5.240322921,4.315382785,3.615702096,13.07330165,13.10008322,0.433536168,0.095942842,0.008976706,0.009571431,5.378249549,0.048278963,0.002330858,0.186975272,-0.000406731,-0.000175245,0.092991832,0.128125926,80.42105263,7.478501042,55.92797784,24,1.357894737,-0.011794191,0.10099333,0.0,5.052631579,0.51028209,0.260387812,2,-0.026315789,0.000810851,0
0.009879345,0.010838901,0.872247863,0.872247863,0.87066401,0.008617237,7.43e-05,0.027975275,0.000777978,0.000270983,0.060097349,0.07976693,3.743048215,0.224947273,0.050601276,0.729653589,-0.0400389,-0.000636658,0.016936337,0.012458824,118.5789474,2.008293056,4.033240997,7,-0.331578947,-0.009066785,0.192299981,0.0,3.526315789,0.678110459,0.459833795,2,0.024561404,0.009140498,1
0.067872404,0.050717492,0.914690139,0.914690139,0.896205317,0.062082219,0.003854202,0.234244992,-0.005580803,0.001931367,0.10053517,0.145839132,4.613002296,0.46376897,0.215081658,1.338342074,-0.083317976,-0.000535147,0.042599346,0.04633125,127.5263158,5.432537655,29.51246537,17,-0.919298246,-0.06840631,0.031191667,0.01577234,92.78947368,2.894258334,8.376731302,12,-0.298245614,-0.072239422,0
0.499112499,0.587255873,3.208204775,3.208204775,3.148406874,1.601255102,2.564017901,5.600095577,0.077376741,0.055508295,0.09944782,0.060511219,3.727239314,0.370665824,0.137393153,1.564289128,-0.052427028,0.002135334,0.175023495,0.2779875,32.0,5.600751829,31.36842105,15,-0.98245614,-0.01415303,0.171207657,0.185325,30.15789474,5.163262513,26.65927978,16,-0.90877193,-0.035087719,0
0.045906586,0.031587127,0.891651484,0.891651484,0.872655546,0.040932676,0.001675484,0.125051888,-0.006528448,0.000732457,0.042461892,0.03997911,4.332290275,0.183957241,0.033840266,0.57435919,-0.030977061,-0.00212142,0.008976505,0.011231818,131.3684211,1.17922929,1.390581717,4,0.014035088,-0.018428424,0.181764962,0.2471,6.526315789,1.186255544,1.407202216,4,0.10877193,0.020197553,1
0.030593827,0.026111359,0.862521505,0.862521505,0.854800404,0.026387834,0.000696318,0.103611513,-0.001498763,0.000873573,0.005684644,0.006985576,4.550466635,0.025867783,0.000669142,0.117856047,0.00280607,3.36e-05,0.024445794,0.02471,120.1052632,2.936068564,8.620498615,11,0.514035088,0.003759398,0.232184316,0.37065,3.526315789,0.81875522,0.670360111,3,0.068421053,-0.005675955,1
0.019830426,0.015248673,0.905665745,0.905665745,0.898423934,0.017959737,0.000322552,0.057916722,0.002795459,0.000349503,0.017669971,0.01251339,3.348554,0.059168852,0.003500953,0.246104083,0.005093461,-0.000817715,0.012273794,0.010514894,141.0526316,1.731250969,2.997229917,7,0.149122807,0.022482677,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,1
0.550434094,0.589310504,13.27083241,13.27083241,14.08212747,7.304718623,53.35891416,23.78868144,0.038509609,0.262464165,0.019052927,0.016508446,5.34227568,0.10178599,0.010360388,0.321368518,0.016963531,-0.001506739,0.022815035,0.02534359,116.2631579,2.652548035,7.03601108,9,0.456140351,-0.01533245,0.334488509,0.2118,7.473684211,2.499861492,6.249307479,9,-0.129824561,-0.013415893,0
0.180581233,0.239394275,1.047777803,1.047777803,1.001088449,0.189209007,0.035800048,0.581821525,0.003702104,0.007011187,0.035031709,0.036351912,3.405782429,0.119310378,0.014234966,0.398366682,0.0202215,-0.001411255,0.054648228,0.07721875,95.89473684,5.240477448,27.46260388,17,0.928070175,0.017027864,0.108785659,0.0,2.052631579,0.223296878,0.049861496,1,0.015789474,0.003759398,0
0.449513306,0.552614429,2.240247126,2.240247126,1.989344303,1.007020892,1.014091078,3.391248657,-0.079246879,0.033786704,0.016581592,0.010848571,4.545725317,0.075375363,0.005681445,0.278105183,-0.010978119,-0.000712141,0.02036522,0.021643796,135.5263158,2.760023285,7.617728532,9,0.461403509,-0.00140056,0.25250946,0.29652,5.631578947,1.422026956,2.022160665,6,0.121052632,-0.00818222,0
0.000695764,0.000868064,0.855481055,0.855481055,0.855427909,0.000595213,3.54e-07,0.001848543,1.75e-05,-1.47e-05,0.045207138,0.032181081,4.336405643,0.19603649,0.038430305,0.617448435,-0.031757421,0.003116783,0.008170387,0.011147368,133.5789474,1.09139165,1.191135734,4,-0.098245614,-0.019312988,0.196861183,0.37065,4.473684211,0.880694765,0.775623269,3,-0.010526316,-0.017838714,1
0.000900444,0.000460091,0.850399108,0.850399108,0.850332635,0.000765737,5.86e-07,0.00347445,-2.94e-05,1.77e-05,0.025677126,0.015396736,3.734095256,0.095880834,0.009193134,0.317781841,0.012405262,-0.00211575,0.014002114,0.010666187,138.2105263,1.935239612,3.745152355,7,-0.224561404,-0.030370043,0.0,0.0,2.0,0.0,0.0,0,0.0,-2.18e-12,1
0.378005516,0.442895834,1.371705291,1.371705291,1.399083395,0.518512167,0.268854867,1.593067485,0.001677929,0.018890963,0.021262103,0.016721354,4.747248747,0.10093649,0.010188175,0.367935814,0.015427081,0.001016411,0.014805584,0.019768,150.3157895,2.225513107,4.952908587,7,0.345614035,0.033539732,0.085009021,0.100175676,74.05263158,6.295141687,39.62880886,22,-0.477192982,0.157305025,0
0.005416555,0.00550462,0.844322635,0.844322635,0.843067164,0.00457332,2.09e-05,0.016535211,-0.000420771,0.000141466,0.011265878,0.008378889,3.960312735,0.044616401,0.001990623,0.180489157,0.005725338,-0.00057939,0.028849235,0.0355824,123.8421053,3.572750052,12.76454294,12,0.633333333,-0.023514669,0.187317162,0.0,3.0,0.561951487,0.315789474,2,0.033333333,-0.004938818,1
0.778553931,0.552458103,2.820613358,2.820613358,1.80865705,2.195999619,4.822414326,7.563464702,0.301887608,0.05127615,0.101460818,0.10554213,3.282912569,0.333086993,0.110946945,1.192118414,0.055706786,0.003631174,0.173533107,0.2471,35.63157895,6.183258605,38.23268698,18,1.119298246,-0.01017249,0.064804507,0.061775,23.78947368,1.541665107,2.376731302,5,0.249122807,-0.012089046,0
0.350431836,0.503836823,1.164935389,1.164935389,1.13039647,0.408230448,0.166652098,1.318197628,0.01047231,0.014892485,0.026342825,0.029672708,5.116729983,0.134789124,0.018168108,0.410701808,0.02427543,-0.000339418,0.039852496,0.04942,59.47368421,2.370174789,5.617728532,7,0.407017544,-0.00339083,0.117712609,0.156063158,19.21052632,2.261321164,5.113573407,8,0.387719298,-0.006265664,0
0.021356035,0.021258108,0.864680337,0.864680337,0.859758681,0.018466143,0.000340998,0.05954214,-0.002554995,0.000439231,0.079173552,0.122203254,4.964114386,0.393026569,0.154469884,1.082481121,-0.069887365,0.001194477,0.040739352,0.048214634,121.3157895,4.942326658,24.4265928,15,0.884210526,-0.023440956,0.160521269,0.205916667,35.36842105,5.677383815,32.23268698,19,1.015789474,0.00199027,1
0.010728557,0.013605182,1.027404461,1.027404461,1.027645085,0.011022567,0.000121497,0.040896533,-0.001377581,4.63e-06,0.363862146,0.11269931,0.577547173,0.210147554,0.044161994,0.791575949,0.029670104,-0.004043424,0.045224866,0.0,9.736842105,0.440347382,0.193905817,1,-0.003508772,0.003538257,0.025922448,0.0,25.84210526,0.669890635,0.448753463,2,-0.068421053,0.016880436,1
0.191777129,0.166463471,1.023430903,1.023430903,0.973392153,0.196270641,0.038522164,0.710152072,-0.018876143,0.0061067,0.041117625,0.027029623,3.857107597,0.158595104,0.025152407,0.702779057,-0.013746119,-0.002788229,0.078522525,0.12152459,61.26315789,4.810537833,23.14127424,16,0.871929825,0.00479139,0.278471356,0.0,3.789473684,1.055259877,1.113573407,3,-0.135087719,0.009951349,0
0.634436762,0.589837594,4.871247659,4.871247659,4.539072072,3.090498594,9.551181559,11.41280348,-0.294508665,0.094912056,0.026546944,0.034180143,5.252365682,0.139434259,0.019441913,0.464523545,0.008519004,-0.004113242,0.039539973,0.038509091,76.78947368,3.036253706,9.218836565,11,0.545614035,0.010541059,0.152455339,0.0,4.421052632,0.674013078,0.454293629,3,-0.071929825,0.003759398,0
0.036803816,0.029867855,0.938592823,0.938592823,0.929486957,0.034543798,0.001193274,0.131602353,-0.003215817,0.001074815,0.127474955,0.167903574,3.475237271,0.443005714,0.196254063,1.41733699,-0.07929162,-0.000963737,0.111299233,0.152416822,106.2631579,11.82700792,139.8781163,35,-2.138596491,-0.029854047,0.108776711,0.089313253,87.63157895,9.532274961,90.86426593,30,-1.552631579,0.138655462,1
0.01117593,0.010259708,0.869997702,0.869997702,0.866490159,0.009723033,9.45e-05,0.030801253,0.001689722,0.000111302,0.01680687,0.01985278,3.796998375,0.063815657,0.004072438,0.200185933,-0.00158305,-0.002052642,0.024688697,0.037376471,119.0,2.937954892,8.631578947,9,0.480701754,0.008255934,0.168980567,0.0,2.157894737,0.364642275,0.132963989,1,-0.00877193,0.000515996,1
0.194665048,0.236053106,0.791888993,0.791888993,0.765413071,0.154153109,0.023763181,0.514682025,0.004912245,0.005651833,0.083063162,0.100448561,4.627748491,0.384395421,0.14775984,1.199757924,0.064935158,0.000551259,0.131458879,0.16944,35.68421053,4.691006306,22.00554017,15,0.850877193,-0.000958278,0.15558793,0.156063158,20.05263158,3.119947439,9.734072022,10,0.543859649,0.023440955,0
0.426682183,0.370111116,1.121522173,1.121522173,0.995031578,0.478533528,0.228994338,1.713228741,-0.055562309,0.01316562,0.032939193,0.042247467,4.709595247,0.155130268,0.0240654,0.463359063,0.027955908,-0.000443685,0.031467423,0.0397125,112.0,3.524351377,12.42105263,13,0.626315789,-0.002432552,0.12443141,0.185325,48.52631579,6.038197893,36.4598338,19,1.073684211,0.036709421,0
0.362042404,0.440264635,1.27725043,1.27725043,1.305012921,0.462418816,0.213831161,1.435443994,0.003504896,0.016890648,0.038333759,0.036541183,4.722465943,0.181029871,0.032771814,0.633518167,0.027948598,-0.002720602,0.124804026,0.139867925,55.05263158,6.870790073,47.20775623,19,-1.205263158,0.062435501,0.17521613,0.134781818,35.78947368,6.270893056,39.32409972,19,-1.08245614,0.064352057,0
0.028627722,0.011281136,0.877092253,0.877092253,0.864085689,0.025109153,0.00063047,0.084262894,0.003978629,0.000456044,0.014859512,0.013268837,3.213360697,0.047748973,0.002279964,0.220015591,-0.003009284,0.000148498,0.008998425,0.011404615,130.0,1.169795304,1.368421053,6,0.112280702,-0.004422822,0.183207027,0.37065,3.789473684,0.694258208,0.48199446,2,-0.073684211,0.001179419,1
0.305101774,0.385685303,1.425683059,1.425683059,1.345611688,0.434978431,0.189206235,1.383066671,0.011957589,0.015945019,0.020189244,0.022289415,2.938679961,0.059329726,0.003520016,0.210885502,-0.00142704,0.001966265,0.041949212,0.05295,54.94736842,2.304998783,5.313019391,9,0.4,-0.001916556,0.314069189,0.0,2.210526316,0.694258208,0.48199446,3,0.019298246,-0.008034793,0
0.312330005,0.194039817,0.879887071,0.879887071,0.766785496,0.274815134,0.075523358,0.962986415,0.032852892,0.00757892,0.060878547,0.08753462,4.67203608,0.284426769,0.080898587,0.84270447,0.014567865,-0.008826952,0.244213377,0.208084211,49.94736842,12.19781553,148.7867036,34,1.947368421,-0.150818222,0.218999674,0.137277778,47.78947368,10.46587913,109.534626,28,1.68245614,-0.140277163,0
0.055906572,0.05058352,0.888713854,0.888713854,0.871150609,0.049684945,0.002468594,0.174045447,0.005017851,0.001547052,0.022444649,0.032297775,4.152404102,0.093199252,0.008686101,0.326129876,-0.012029557,0.000566068,0.013520892,0.0132375,112.6842105,1.523591034,2.32132964,5,0.245614035,0.012383901,0.244780219,0.0,2.315789474,0.566859453,0.32132964,2,-0.015789474,-0.010098776,1
0.495996486,0.496047473,1.727284381,1.727284381,1.658881228,0.856726982,0.733981123,3.084623345,0.072810738,0.027488878,0.047898649,0.072567535,4.92984019,0.236132686,0.055758646,0.716426287,0.040314896,7.3e-05,0.055657165,0.050543182,86.94736842,4.839244006,23.41828255,17,0.843859649,-0.045923633,0.110620346,0.114046154,38.15789474,4.221039506,17.81717452,13,0.042105263,0.034203155,0
0.032640673,0.019509145,0.962659224,0.962659224,0.951431327,0.031421845,0.000987332,0.125590021,-0.004276125,0.000700289,0.133259231,0.197708856,3.613414121,0.481520788,0.231862269,1.62850859,-0.083716245,-0.00052611,0.04802728,0.057465116,127.5263158,6.124742066,37.51246537,19,-1.075438596,-0.042975085,0.127987317,0.150772881,115.2105263,14.74548619,217.4293629,45,-1.912280702,-0.354710305,1
0.01570664,0.016972002,0.845184335,0.845184335,0.841538053,0.013275006,0.000176226,0.044237681,0.001133201,0.000430992,0.017323414,0.016559676,4.897874847,0.084847912,0.007199168,0.302662112,-0.00221994,-0.002539569,0.063863863,0.083136449,108.1578947,6.907380933,47.71191136,21,1.247368421,-0.007002801,0.221976027,0.29652,4.473684211,0.993050645,0.986149584,3,0.087719298,0.008108507,1
0.187999616,0.263766621,1.078172486,1.078172486,1.038047516,0.202696014,0.041085674,0.617037415,0.00138419,0.007532446,0.012215033,0.004876906,4.279990551,0.052280225,0.002733222,0.17539159,-0.005456113,-0.001101595,0.0392155,0.036160976,82.84210526,3.248694603,10.55401662,11,0.573684211,0.016143299,0.20393112,0.0,2.421052632,0.493727975,0.243767313,1,-0.035087719,0.009730208,0
0.1111055,0.042571482,1.395949323,1.395949323,1.349103298,0.155097648,0.02405528,0.672073441,-0.008091497,0.004070782,2.930481611,,0.030641173,0.089793393,0.008062853,0.319063081,-0.008730739,0.001858932,0.025085374,0.028511538,52.15789474,1.308400305,1.711911357,5,0.156140351,-0.024251806,0.055041329,0.026956364,55.78947368,3.070726768,9.429362881,11,0.405263158,0.051968156,0
0.004391981,0.005529304,0.873156898,0.873156898,0.872569067,0.003834889,1.47e-05,0.011851077,-1.49e-05,0.000143379,0.021206828,0.032894301,3.091402756,0.065558847,0.004297962,0.207911147,0.010327057,-0.000314241,0.023470385,0.02088169,70.84210526,1.662691474,2.764542936,6,0.219298246,-0.005233672,0.0,0.0,1.0,0.0,0.0,0,0.0,-2.18e-12,1
0.078148885,0.050611479,0.894394763,0.894394763,0.875033168,0.069895953,0.004885444,0.271313731,-0.006414907,0.002102599,0.032050888,0.038884823,4.063928232,0.130252508,0.016965716,0.487990852,-0.016884486,-0.000333119,0.012298601,0.013727778,108.2631579,1.331485331,1.772853186,5,-0.173684211,-0.019828984,0.044707133,0.053912727,55.36842105,2.475363372,6.127423823,9,0.301754386,-0.02771635,0
0.397605035,0.57751678,1.746672158,1.746672158,1.737087391,0.694485645,0.482310311,2.184820103,0.011634306,0.025347102,0.262217543,0.199588252,2.478515426,0.649910226,0.422383302,2.654968382,-0.011343223,0.021177566,0.017467936,0.028695484,155.6315789,2.718562436,7.390581717,9,0.470175439,-0.005454814,0.155498898,0.15885,27.68421053,4.30486422,18.53185596,18,0.652631579,-0.028158632,0
0.016406814,0.017276496,0.827152716,0.827152716,0.830427136,0.01357094,0.00018417,0.043874401,-0.000141345,0.000454492,0.032024135,0.028080081,5.170889909,0.165593275,0.027421133,0.549954658,-0.024998123,0.002396292,0.018327933,0.022809231,130.5263158,2.392277511,5.72299169,8,0.421052632,0.0107622,0.053807118,0.05295,28.31578947,1.523591034,2.32132964,5,0.166666667,0.032655167,1
0.00577437,0.006650114,0.995948512,0.995948512,0.995394988,0.005750975,3.31e-05,0.023468874,0.000197291,0.000149673,0.46009831,0.63606795,1.258375889,0.57897662,0.335213927,1.874491611,-0.105054969,0.001040562,0.171766216,0.145036957,88.84210526,15.26007228,232.8698061,50,-2.745614035,-0.037962553,0.160835741,0.14826,10.68421053,1.718402918,2.952908587,6,-0.280701754,0.019018134,1
0.010142922,0.011609575,0.861582554,0.861582554,0.860261173,0.008738964,7.64e-05,0.028996258,0.000211254,0.000311337,0.041978441,0.048836275,4.903119814,0.205825327,0.042364065,0.576049062,-0.035429838,-0.001426754,0.035831574,0.04007027,112.0,4.013136324,16.10526316,13,0.71754386,0.003169689,0.212417451,0.2471,5.894736842,1.252144974,1.567867036,6,-0.019298246,-0.009066785,1
0.422889707,0.516983109,2.125869974,2.125869974,2.19929689,0.899008531,0.808216339,2.972429435,-0.024783219,0.032138838,0.120471829,0.09101283,4.003933425,0.482361184,0.232672312,1.750730222,-0.07900206,-0.004653699,0.036831687,0.03447907,86.47368421,3.184971636,10.14404432,12,-0.540350877,0.030370043,0.019027872,0.021802941,68.31578947,1.299904109,1.689750693,5,-0.08245614,0.026463217,0
0.192744364,0.261203118,0.865082821,0.865082821,0.857801265,0.166739838,0.027802174,0.49887124,-0.000232189,0.006176062,0.015360666,0.016488244,4.953608645,0.07609073,0.005789799,0.293551927,0.000763692,0.002336688,0.034809148,0.051718605,85.21052632,2.966105853,8.797783934,10,0.521052632,-0.010688486,0.053470712,0.061775,47.0,2.51312345,6.315789474,11,0.396491228,-0.028895769,0
0.141069716,0.172369806,0.786627466,0.786627466,0.768754493,0.110969313,0.012314188,0.379439198,-0.004090468,0.004031395,0.029513537,0.026936745,5.242876814,0.154735841,0.02394318,0.580171263,0.021508381,-0.000605697,0.082184448,0.089854545,97.84210526,8.041099414,64.65927978,26,1.450877193,-0.034719151,0.158255199,0.230058621,57.78947368,9.145484634,83.6398892,27,1.647368421,-0.029264337,0
0.203783777,0.254172789,0.84595744,0.84595744,0.813881402,0.172392402,0.02971914,0.589838155,-0.010659515,0.005932038,0.033740795,0.050082724,5.16416518,0.174243041,0.030360637,0.560092981,0.031281631,-0.000296446,0.104792474,0.134781818,65.84210526,6.899757112,47.6066482,22,1.256140351,-0.01297361,0.169612018,0.2471,36.73684211,6.231009931,38.82548476,20,1.119298246,0.035972283,0
0.56971523,0.560874836,3.740559689,3.740559689,3.347001075,2.131053823,4.541390398,7.524154108,-0.213386498,0.063414997,0.013489214,0.007937841,5.356719265,0.072257935,0.005221209,0.310218601,0.009419011,-0.001379468,0.117951672,0.161152174,46.68421053,5.506480695,30.32132964,18,0.99122807,0.026463217,0.0,0.0,3.0,0.0,0.0,0,0.0,-2.18e-12,0
0.618051304,0.480224379,2.056372247,2.056372247,1.680241578,1.270943548,1.615297502,4.546522414,0.154306753,0.033760366,0.029721828,0.034080559,4.294420278,0.127638023,0.016291465,0.408325453,-0.016413217,0.00048866,0.023829113,0.0308875,96.57894737,2.301390643,5.296398892,8,-0.378947368,0.021376972,0.079228937,0.06446087,46.05263158,3.648701055,13.31301939,13,-0.284210526,0.114698511,0
0.21250514,0.245751884,0.806897595,0.806897595,0.771400244,0.171469886,0.029401922,0.602681321,-0.013185034,0.005691483,0.030248567,0.035577462,5.265177024,0.159264057,0.02536504,0.539570756,0.02695993,0.000102578,0.018749437,0.016292308,90.52631579,1.697317421,2.880886427,7,0.10877193,-0.041574525,0.059514704,0.057023077,52.63157895,3.132352846,9.811634349,11,0.498245614,-0.013858175,0
0.64592994,0.443103742,1.49077583,1.49077583,1.078406818,0.962936742,0.927247169,3.339597591,-0.129884379,0.022894959,0.024477838,0.026327912,5.244454464,0.128372905,0.016479603,0.427911676,0.022422782,-0.001139584,0.068888008,0.08472,34.89473684,2.403828894,5.778393352,8,0.421052632,0.00339083,0.106733828,0.114046154,13.78947368,1.471803311,2.166204986,5,0.229824561,0.015406162,0
0.341898774,0.298392654,0.917690213,0.917690213,0.83927649,0.313757159,0.098443555,1.106303493,-0.034502725,0.009079203,0.034576376,0.046041693,4.87286303,0.168485945,0.028387514,0.573305893,0.02978314,0.00020844,0.138090919,0.204496552,28.68421053,3.961028994,15.68975069,13,-0.673684211,-0.004717677,0.048416818,0.054911111,27.84210526,1.348026155,1.817174515,4,-0.207017544,0.015332449,0
0.344965689,0.413928919,1.057282114,1.057282114,1.011633853,0.364726053,0.133025094,1.274016687,-0.024730761,0.012254944,0.022617227,0.015126602,5.444717156,0.123144403,0.015164544,0.339244703,0.020715154,-0.001379612,0.030842854,0.017041379,87.57894737,2.70118472,7.296398892,9,0.366666667,0.061845791,0.119327913,0.172395349,42.89473684,5.118539438,26.19944598,16,0.9,0.030296329,0
0.364557042,0.337557643,1.002088221,1.002088221,0.953143083,0.365318317,0.133457473,1.296259208,-0.037100028,0.010931628,0.051007567,0.074859066,5.090417683,0.259649822,0.06741803,0.791271163,0.046778612,-0.000286444,0.042416061,0.04176338,71.94736842,3.051724003,9.313019391,11,0.533333333,0.019312988,0.100933071,0.102248276,29.21052632,2.948308121,8.692520776,9,0.519298246,-0.001769129,0
0.361552478,0.291308871,0.937656291,0.937656291,0.84664595,0.339011956,0.114929106,1.191652383,-0.038617537,0.009580612,0.028602726,0.04480877,5.267759963,0.150672294,0.02270214,0.484048946,0.026904712,0.000433772,0.013499284,0.021486957,69.52631579,0.9385555,0.880886427,4,-0.042105263,0.02093469,0.078885955,0.080140541,37.89473684,2.989362489,8.936288089,10,0.512280702,0.026389503,0
0.378774587,0.469807788,1.111354804,1.111354804,1.047273011,0.420952956,0.177201391,1.480368833,-0.029064996,0.014222264,0.037362521,0.033796779,4.739216832,0.177069088,0.031353462,0.645112995,0.031778092,0.000463434,0.164201856,0.2118,22.47368421,3.690220662,13.61772853,11,-0.650877193,0.025578653,0.07279633,0.078031579,19.21052632,1.398455816,1.95567867,5,0.215789474,0.012310187,0
0.240994734,0.249974566,0.803319113,0.803319113,0.724606339,0.193595676,0.037479286,0.593318199,-0.002654173,0.007197478,0.071155028,0.034769613,5.020009219,0.357198895,0.12759105,1.308401346,-0.0303398,-0.008836106,0.044808858,0.05594717,52.94736842,2.372511088,5.628808864,7,0.40877193,0.01555359,0.080682916,0.114046154,24.73684211,1.99584055,3.983379501,6,0.310526316,-0.020713548,0
0.212505147,0.245751893,0.806897596,0.806897596,0.771400257,0.171469892,0.029401924,0.602681341,-0.013185036,0.005691483,0.030257771,0.035577518,5.265205767,0.159313388,0.025380756,0.539571103,0.026968536,0.000100159,0.018749437,0.016292308,90.52631579,1.697317421,2.880886427,7,0.10877193,-0.041574525,0.059514704,0.057023077,52.63157895,3.132352846,9.811634349,11,0.498245614,-0.013858175,0
