temp,CQ,number
19.2,138,221
19.1,137,221
19.7,137,221
19.8,137,221
19.6,134,221
20.5,134,221
20.6,135,221
20.7,134,221
20.8,133,221
20.9,132,221
20.3,137,221
20.2,138,221
19.6,73,222
19.7,74,222
19.5,71,222
19.2,68,222
19.3,69,222
19.4,71,222
19.1,65,222
20.7,81,222
20.8,75,222
20.9,70,222
20.3,86,222
20.4,88,222
20.5,88,222
20.6,84,222
19.8,74,222
20.1,78,222
20.0,77,222
19.9,73,222
20.2,84,222
19.4,117,223
19.3,117,223
19.2,115,223
19.1,114,223
20.9,126,223
20.8,125,223
20.7,125,223
20.5,125,223
20.6,123,223
20.4,123,223
20.3,122,223
19.5,118,223
20.2,122,223
20.1,121,223
20.0,123,223
19.9,121,223
19.8,121,223
19.7,119,223
19.6,119,223
19.1,5,226
20.7,18,226
20.6,18,226
20.5,18,226
20.4,16,226
20.3,15,226
20.2,12,226
20.1,13,226
20.0,11,226
19.9,11,226
19.8,10,226
19.7,9,226
19.6,8,226
19.5,7,226
19.4,6,226
19.3,6,226
19.2,5,226
20.9,18,226
20.8,19,226
19.1,41,229
19.2,41,229
20.7,39,229
20.6,40,229
20.5,40,229
20.4,40,229
20.3,43,229
20.2,42,229
20.1,41,229
20.0,41,229
19.9,41,229
19.8,38,229
19.7,39,229
19.6,38,229
19.5,39,229
20.9,41,229
19.3,41,229
20.8,40,229
19.4,40,229
20.8,85,231
20.6,86,231
20.7,84,231
19.7,89,231
20.9,82,231
20.4,86,231
19.9,85,231
20.1,87,231
20.0,85,231
20.5,86,231
20.3,86,231
19.4,87,231
19.2,86,231
20.2,88,231
19.8,84,231
19.3,86,231
19.1,86,231
19.5,86,231
19.6,89,231
20.0,-16,233
19.9,-17,233
19.7,-16,233
19.8,-17,233
19.6,-17,233
19.5,-16,233
19.3,-17,233
19.4,-16,233
20.2,-15,233
20.1,-15,233
19.2,-17,233
19.1,-17,233
20.6,-16,233
20.5,-15,233
20.8,-16,233
20.7,-16,233
20.9,-17,233
20.4,-15,233
20.3,-15,233
19.5,52,234
19.4,50,234
19.7,54,234
19.8,56,234
19.1,49,234
19.6,55,234
19.9,57,234
19.2,50,234
19.3,49,234
20.4,62,234
20.5,63,234
20.6,64,234
20.7,64,234
20.8,64,234
20.9,67,234
20.3,61,234
20.2,59,234
20.0,58,234
20.1,58,234
19.5,68,236
19.6,71,236
19.1,67,236
19.2,67,236
19.4,69,236
19.3,69,236
20.8,77,236
20.9,79,236
20.7,77,236
20.4,74,236
20.5,75,236
20.6,76,236
20.2,73,236
20.1,73,236
20.0,72,236
20.3,75,236
19.9,72,236
19.8,70,236
19.7,71,236
19.1,17,237
19.2,16,237
19.3,19,237
20.9,9,237
20.8,7,237
20.7,8,237
20.6,11,237
20.5,16,237
20.4,19,237
20.3,24,237
20.2,21,237
20.1,24,237
20.0,25,237
19.9,23,237
19.8,25,237
19.7,23,237
19.6,24,237
19.5,23,237
19.4,20,237
20.6,120,238
20.5,121,238
20.4,120,238
20.3,117,238
20.2,118,238
20.1,116,238
20.0,118,238
19.9,118,238
19.8,114,238
19.7,114,238
19.6,113,238
19.5,113,238
19.4,114,238
19.3,115,238
20.8,120,238
20.9,120,238
19.1,113,238
20.7,122,238
19.2,114,238
20.4,16,239
19.3,13,239
20.5,18,239
20.3,17,239
20.1,17,239
20.8,17,239
19.4,13,239
19.6,14,239
19.5,14,239
19.7,16,239
19.8,17,239
20.2,16,239
19.9,17,239
20.0,16,239
20.9,18,239
20.6,17,239
20.7,17,239
19.2,12,239
19.1,12,239
19.9,65,240
20.0,63,240
19.2,65,240
19.1,64,240
19.8,66,240
19.7,67,240
19.6,65,240
19.5,67,240
19.4,67,240
19.3,67,240
20.5,61,240
20.3,63,240
20.6,60,240
20.7,59,240
20.8,61,240
20.4,61,240
20.1,63,240
20.2,65,240
20.9,57,240
19.4,19,241
20.8,18,241
19.7,22,241
19.2,20,241
19.9,19,241
19.8,20,241
20.6,17,241
20.5,18,241
20.4,18,241
20.0,20,241
20.1,18,241
20.2,20,241
20.3,19,241
20.7,18,241
20.9,20,241
19.1,20,241
19.3,20,241
19.6,20,241
19.5,20,241
19.1,122,242
19.4,126,242
19.5,125,242
20.2,128,242
20.9,130,242
20.8,127,242
20.7,128,242
20.6,126,242
20.5,124,242
20.4,126,242
20.3,127,242
19.8,127,242
20.1,127,242
20.0,127,242
19.9,126,242
19.6,125,242
19.7,126,242
19.3,125,242
19.2,126,242
20.1,54,246
20.2,54,246
20.3,52,246
20.4,54,246
20.5,53,246
20.6,56,246
20.7,55,246
20.0,54,246
19.4,50,246
19.5,51,246
19.6,51,246
19.7,50,246
19.8,52,246
19.9,53,246
19.3,51,246
19.2,49,246
20.9,58,246
20.8,55,246
19.1,50,246
19.8,-1,249
20.0,3,249
19.9,1,249
20.3,7,249
20.4,4,249
19.1,0,249
19.2,0,249
19.3,2,249
19.4,0,249
19.5,1,249
19.6,0,249
20.1,3,249
20.2,5,249
20.7,3,249
20.8,5,249
20.6,2,249
20.9,2,249
20.5,5,249
19.7,-1,249
19.3,110,250
19.4,109,250
19.5,110,250
19.8,109,250
19.6,108,250
19.7,107,250
19.9,110,250
19.1,109,250
20.0,111,250
19.2,109,250
20.4,112,250
20.5,112,250
20.6,113,250
20.7,113,250
20.8,114,250
20.9,112,250
20.3,111,250
20.2,109,250
20.1,109,250
19.2,44,251
19.7,41,251
19.8,44,251
19.4,41,251
19.3,43,251
19.5,41,251
19.6,42,251
20.7,50,251
20.1,59,251
20.2,59,251
20.4,56,251
20.5,52,251
20.6,51,251
20.0,53,251
19.9,50,251
19.1,41,251
20.9,52,251
20.3,58,251
20.8,50,251
20.1,2,252
19.8,1,252
19.5,9,252
20.2,5,252
20.4,12,252
20.0,-1,252
19.9,-1,252
19.2,16,252
19.3,18,252
19.4,18,252
19.7,0,252
19.6,3,252
20.5,17,252
20.6,28,252
20.7,27,252
20.9,28,252
20.8,31,252
20.3,7,252
19.1,14,252
19.2,95,253
20.1,107,253
19.4,96,253
20.0,103,253
19.9,102,253
19.8,102,253
19.7,99,253
19.6,97,253
19.5,98,253
20.2,109,253
20.8,113,253
20.7,111,253
20.6,112,253
20.4,108,253
20.3,106,253
20.5,112,253
19.3,96,253
20.9,111,253
19.1,93,253
19.9,80,255
20.5,84,255
20.1,80,255
20.0,79,255
20.4,83,255
20.3,82,255
19.6,78,255
19.3,77,255
19.4,76,255
19.5,78,255
19.1,75,255
19.7,80,255
20.2,80,255
19.8,80,255
20.8,86,255
20.9,86,255
20.7,85,255
20.6,84,255
19.2,75,255
19.5,-4,256
19.4,-3,256
19.3,-4,256
19.6,-5,256
19.9,-2,256
19.7,-3,256
19.8,-3,256
19.2,-2,256
19.1,-3,256
20.1,-2,256
20.2,-2,256
20.9,-11,256
20.5,-1,256
20.7,-10,256
20.8,-9,256
20.4,0,256
20.6,-6,256
20.3,0,256
20.0,1,256
20.8,73,257
19.6,69,257
19.4,69,257
19.5,69,257
19.7,70,257
19.8,68,257
19.9,69,257
20.9,72,257
20.2,71,257
20.1,72,257
19.3,68,257
20.4,70,257
20.5,68,257
20.6,70,257
20.7,71,257
20.0,71,257
19.2,67,257
19.1,68,257
20.3,72,257
20.6,53,261
20.8,49,261
20.9,46,261
19.5,56,261
19.2,56,261
20.4,54,261
20.5,53,261
20.7,49,261
19.6,54,261
19.3,56,261
19.4,55,261
19.7,53,261
19.1,60,261
20.0,49,261
20.3,51,261
20.2,52,261
20.1,51,261
19.8,54,261
19.9,54,261
20.7,127,264
20.8,125,264
20.1,129,264
20.2,131,264
20.4,126,264
20.3,132,264
20.5,128,264
20.6,128,264
20.0,126,264
19.3,127,264
19.7,128,264
19.4,127,264
19.6,130,264
19.5,127,264
19.9,123,264
19.8,125,264
19.1,135,264
19.2,131,264
20.9,126,264
20.9,104,266
20.6,104,266
20.5,103,266
19.4,100,266
19.6,103,266
19.7,103,266
20.8,104,266
20.7,102,266
20.3,103,266
20.4,105,266
20.2,103,266
20.1,102,266
19.9,103,266
19.3,100,266
19.5,101,266
19.2,100,266
19.1,98,266
20.0,103,266
19.8,101,266
20.9,53,273
19.8,84,273
19.5,88,273
19.6,88,273
19.7,89,273
20.2,73,273
20.3,73,273
20.4,65,273
20.5,62,273
19.1,97,273
19.9,86,273
20.0,82,273
20.1,80,273
19.2,99,273
20.7,61,273
20.8,58,273
19.4,87,273
20.6,64,273
19.3,96,273
19.2,101,277
19.1,99,277
19.8,104,277
19.9,106,277
20.0,106,277
19.3,102,277
19.4,102,277
19.5,105,277
19.6,103,277
19.7,100,277
20.6,110,277
20.7,114,277
20.8,113,277
20.9,111,277
20.2,106,277
20.3,109,277
20.4,109,277
20.5,111,277
20.1,105,277
19.5,20,280
19.7,20,280
19.6,21,280
19.1,22,280
19.2,20,280
19.3,23,280
19.4,22,280
20.3,14,280
20.4,17,280
20.5,17,280
20.6,14,280
20.7,16,280
20.8,14,280
20.9,15,280
20.2,18,280
19.9,19,280
20.0,17,280
20.1,17,280
19.8,19,280
19.2,39,281
19.3,36,281
19.4,36,281
19.1,39,281
20.0,38,281
20.1,38,281
20.2,37,281
20.3,38,281
20.4,40,281
20.5,36,281
20.6,41,281
20.7,39,281
20.8,40,281
20.9,40,281
19.8,38,281
19.5,37,281
19.6,38,281
19.7,37,281
19.9,39,281
19.1,39,282
19.7,41,282
19.8,40,282
19.9,41,282
20.0,41,282
20.1,40,282
20.2,41,282
20.3,39,282
20.4,35,282
20.5,38,282
20.6,38,282
20.7,39,282
20.8,40,282
20.9,39,282
19.4,40,282
19.5,43,282
19.6,43,282
19.3,41,282
19.2,43,282
19.6,30,283
19.5,30,283
19.4,28,283
19.9,30,283
20.0,30,283
20.1,30,283
20.2,32,283
20.3,31,283
20.4,30,283
19.7,30,283
19.8,29,283
19.1,26,283
19.2,25,283
19.3,27,283
20.9,28,283
20.8,29,283
20.7,28,283
20.6,30,283
20.5,30,283
20.1,44,286
20.0,43,286
19.9,41,286
19.8,41,286
19.7,40,286
19.6,39,286
19.5,39,286
19.4,37,286
20.9,54,286
20.8,51,286
20.7,52,286
20.6,50,286
20.5,49,286
20.4,48,286
20.3,46,286
20.2,45,286
19.3,38,286
19.2,37,286
19.1,36,286
19.5,52,288
19.4,51,288
19.3,48,288
19.2,47,288
19.1,47,288
19.8,57,288
19.7,53,288
19.6,51,288
20.3,50,288
20.2,54,288
20.1,54,288
20.0,53,288
19.9,55,288
20.4,48,288
20.6,50,288
20.5,48,288
20.8,47,288
20.9,47,288
20.7,48,288
20.6,33,289
20.1,40,289
19.4,41,289
19.1,39,289
20.5,34,289
20.0,41,289
19.9,38,289
19.8,38,289
19.7,40,289
20.4,37,289
20.3,39,289
20.2,37,289
20.9,35,289
20.8,34,289
20.7,34,289
19.5,40,289
19.6,39,289
19.3,41,289
19.2,40,289
19.1,20,298
19.3,19,298
20.8,21,298
20.9,22,298
20.2,22,298
20.3,23,298
20.4,21,298
20.5,22,298
19.8,22,298
19.9,21,298
20.0,22,298
20.1,22,298
20.6,23,298
20.7,23,298
19.4,19,298
19.5,18,298
19.6,20,298
19.7,21,298
19.2,20,298
19.2,3,301
19.3,5,301
20.9,-3,301
19.1,1,301
20.8,-2,301
20.7,-4,301
20.5,-2,301
20.6,-3,301
20.2,1,301
20.1,1,301
20.4,-2,301
20.3,-1,301
20.0,2,301
19.9,0,301
19.7,3,301
19.8,2,301
19.4,7,301
19.5,4,301
19.6,4,301
20.2,44,302
20.3,45,302
20.6,41,302
20.5,41,302
20.4,42,302
19.9,42,302
19.8,45,302
20.1,42,302
20.0,42,302
19.7,48,302
19.6,46,302
19.4,48,302
19.5,48,302
19.1,50,302
20.7,42,302
19.3,50,302
19.2,50,302
20.9,42,302
20.8,41,302
19.3,44,303
19.4,45,303
20.0,42,303
19.9,41,303
19.8,41,303
19.7,42,303
19.6,42,303
20.3,42,303
20.2,44,303
20.1,42,303
19.2,44,303
20.9,44,303
19.5,42,303
19.1,42,303
20.5,44,303
20.6,41,303
20.7,43,303
20.8,44,303
20.4,43,303
19.4,35,304
19.5,34,304
19.3,35,304
19.8,33,304
19.7,33,304
19.9,33,304
20.0,33,304
20.9,26,304
20.3,31,304
19.1,36,304
19.2,37,304
19.6,33,304
20.8,28,304
20.7,28,304
20.6,28,304
20.2,30,304
20.5,28,304
20.4,28,304
20.1,32,304
19.8,6,305
19.3,9,305
19.7,5,305
19.5,9,305
19.4,8,305
20.5,-1,305
19.2,10,305
19.1,12,305
19.6,7,305
20.7,-3,305
20.8,-4,305
20.9,-3,305
20.4,0,305
20.0,3,305
20.3,-1,305
20.6,-1,305
19.9,4,305
20.2,1,305
20.1,1,305
19.4,28,306
19.5,28,306
19.8,29,306
19.3,28,306
19.2,29,306
19.1,28,306
20.9,31,306
20.8,31,306
20.7,30,306
20.3,27,306
20.6,30,306
20.5,28,306
20.4,26,306
20.1,27,306
20.2,27,306
20.0,26,306
19.9,27,306
19.7,30,306
19.6,26,306
20.4,37,307
20.3,39,307
19.1,39,307
20.7,34,307
20.6,33,307
20.5,34,307
20.0,41,307
19.9,38,307
20.2,37,307
20.1,40,307
19.8,38,307
19.7,40,307
19.5,40,307
19.6,39,307
19.2,40,307
20.9,35,307
19.4,41,307
19.3,41,307
20.8,34,307
19.5,14,308
19.4,13,308
20.4,16,308
20.1,17,308
20.0,16,308
19.9,17,308
19.8,17,308
19.7,16,308
19.6,14,308
20.3,17,308
20.2,16,308
20.6,17,308
20.5,18,308
19.2,12,308
19.3,13,308
19.1,12,308
20.7,17,308
20.8,17,308
20.9,18,308
19.1,27,309
19.2,25,309
19.6,24,309
19.7,24,309
19.8,26,309
20.1,26,309
20.0,26,309
19.9,25,309
20.6,27,309
20.5,27,309
19.3,24,309
19.4,23,309
19.5,24,309
20.9,30,309
20.8,32,309
20.7,30,309
20.2,25,309
20.3,27,309
20.4,26,309
19.2,49,310
20.4,38,310
19.5,43,310
19.4,42,310
19.3,45,310
19.8,33,310
19.7,34,310
19.1,45,310
20.9,49,310
20.7,44,310
20.8,45,310
20.5,38,310
20.6,43,310
20.2,40,310
20.1,39,310
19.6,38,310
19.9,35,310
20.0,34,310
20.3,40,310
20.1,51,311
20.2,49,311
19.6,60,311
19.7,58,311
19.8,56,311
19.9,54,311
20.0,53,311
19.1,68,311
19.2,65,311
20.9,35,311
19.4,60,311
19.5,61,311
19.3,63,311
20.8,37,311
20.7,37,311
20.6,39,311
20.5,40,311
20.4,43,311
20.3,45,311
