temp,MC
19.1,3.9746707062734417
19.2,4.517745189024914
19.3,4.132479953375574
19.4,4.037991212308925
19.5,4.053889287753067
19.6,4.330621000330003
19.7,4.555104864792882
19.8,4.533942488938496
19.9,4.593260126143257
20.0,4.70054876012399
20.1,4.645351090138025
20.2,4.69712466713393
20.3,4.765311671223147
20.4,4.69601040955318
20.5,5.098208569224031
20.6,5.155502557578346
20.7,5.174428631033053
20.8,5.149171950982697
20.9,5.115858197982099
