variable,relative_importance,scaled_importance,percentage
amplitude_MC,91.9845199584961,1.0,0.4427354086939087
std_CQ,65.75537109375,0.7148525765359125,0.31649054762852086
first_order_sensitivity_MC,50.024200439453125,0.543832815152205,0.2407740436775704
