temp,KR,GR,CQ
19.1,29,17,12
19.2,28,18,10
19.3,28,19,9
19.4,27,19,8
19.5,26,17,9
19.6,25,18,7
19.7,24,19,5
19.8,24,18,6
19.9,23,19,4
20.0,21,18,3
20.1,20,19,1
20.2,20,19,1
20.3,19,20,-1
20.4,19,19,0
20.5,20,21,-1
20.6,20,21,-1
20.7,18,21,-3
20.8,18,22,-4
20.9,18,21,-3
