temp,KR,GR,CQ
19.1,28,16,12
19.2,29,17,12
19.3,30,17,13
19.4,30,17,13
19.5,32,18,14
19.6,31,17,14
19.7,34,18,16
19.8,34,17,17
19.9,35,18,17
20.0,35,19,16
20.1,37,20,17
20.2,37,21,16
20.3,39,22,17
20.4,39,23,16
20.5,40,22,18
20.6,41,24,17
20.7,41,24,17
20.8,43,26,17
20.9,43,25,18
