temp,KR,GR,CQ
19.1,135,67,68
19.2,135,70,65
19.3,135,72,63
19.4,135,75,60
19.5,138,77,61
19.6,138,78,60
19.7,141,83,58
19.8,141,85,56
19.9,141,87,54
20.0,143,90,53
20.1,144,93,51
20.2,144,95,49
20.3,145,100,45
20.4,146,103,43
20.5,147,107,40
20.6,147,108,39
20.7,147,110,37
20.8,149,112,37
20.9,149,114,35
