temp,KR,GR,CQ
19.1,31,30,1
19.2,33,30,3
19.3,35,30,5
19.4,36,29,7
19.5,34,30,4
19.6,32,28,4
19.7,31,28,3
19.8,29,27,2
19.9,29,29,0
20.0,29,27,2
20.1,28,27,1
20.2,27,26,1
20.3,26,27,-1
20.4,25,27,-2
20.5,25,27,-2
20.6,24,27,-3
20.7,23,27,-4
20.8,24,26,-2
20.9,24,27,-3
