temp,KR,GR,CQ
19.1,87,37,50
19.2,87,37,50
19.3,86,36,50
19.4,86,38,48
19.5,85,37,48
19.6,85,39,46
19.7,87,39,48
19.8,85,40,45
19.9,85,43,42
20.0,86,44,42
20.1,86,44,42
20.2,87,43,44
20.3,88,43,45
20.4,86,44,42
20.5,89,48,41
20.6,90,49,41
20.7,92,50,42
20.8,93,52,41
20.9,94,52,42
