temp,KR,GR,CQ
19.1,50,22,28
19.2,51,22,29
19.3,50,22,28
19.4,50,22,28
19.5,51,23,28
19.6,50,24,26
19.7,53,23,30
19.8,52,23,29
19.9,51,24,27
20.0,52,26,26
20.1,54,27,27
20.2,53,26,27
20.3,54,27,27
20.4,54,28,26
20.5,55,27,28
20.6,56,26,30
20.7,56,26,30
20.8,57,26,31
20.9,57,26,31
