temp,KR,GR,CQ
19.1,9,15,-6
19.2,9,15,-6
19.3,9,15,-6
19.4,8,15,-7
19.5,9,15,-6
19.6,9,15,-6
19.7,9,15,-6
19.8,9,14,-5
19.9,8,14,-6
20.0,8,14,-6
20.1,8,14,-6
20.2,8,14,-6
20.3,8,14,-6
20.4,8,14,-6
20.5,8,14,-6
20.6,8,13,-5
20.7,8,13,-5
20.8,8,12,-4
20.9,8,12,-4
