temp,KR,GR,CQ
19.1,8,12,-4
19.2,8,14,-6
19.3,7,14,-7
19.4,7,13,-6
19.5,7,13,-6
19.6,7,13,-6
19.7,7,11,-4
19.8,7,11,-4
19.9,7,12,-5
20.0,7,15,-8
20.1,7,17,-10
20.2,8,19,-11
20.3,9,21,-12
20.4,10,22,-12
20.5,11,28,-17
20.6,12,33,-21
20.7,14,39,-25
20.8,18,43,-25
20.9,19,48,-29
