temp,MC
19.1,1.9191941973382218
19.2,1.8905726272455907
19.3,1.8695211653428276
19.4,1.8754925018394115
19.5,1.9017917162089306
19.6,1.8584402360325258
19.7,1.825333527767409
19.8,1.8266950367762567
19.9,1.799211308768336
20.0,1.7736800882510346
20.1,1.7354850966402453
20.2,1.7024303950299013
20.3,1.7444640315573152
20.4,1.6911214966560748
20.5,1.6747633856927762
20.6,1.660615811077774
20.7,1.6573718291570598
20.8,1.535342758648316
20.9,1.4106009569085953
