temp,KR,GR,CQ
19.1,123,6,117
19.2,125,10,115
19.3,126,14,112
19.4,127,11,116
19.5,126,14,112
19.6,127,9,118
19.7,130,11,119
19.8,132,8,124
19.9,131,17,114
20.0,131,11,120
20.1,132,13,119
20.2,134,13,121
20.3,134,7,127
20.4,134,12,122
20.5,135,18,117
20.6,134,11,123
20.7,135,16,119
20.8,136,6,130
20.9,135,9,126
