temp,KR,GR,CQ
19.1,21,21,0
19.2,21,19,2
19.3,21,20,1
19.4,21,19,2
19.5,20,19,1
19.6,20,19,1
19.7,19,18,1
19.8,19,17,2
19.9,18,13,5
20.0,18,5,13
20.1,18,3,15
20.2,18,2,16
20.3,18,2,16
20.4,17,2,15
20.5,16,2,14
20.6,16,2,14
20.7,16,2,14
20.8,16,2,14
20.9,15,2,13
