temp,KR,GR,CQ
19.1,127,5,122
19.2,130,4,126
19.3,129,4,125
19.4,130,4,126
19.5,130,5,125
19.6,129,4,125
19.7,130,4,126
19.8,131,4,127
19.9,130,4,126
20.0,130,3,127
20.1,130,3,127
20.2,131,3,128
20.3,131,4,127
20.4,130,4,126
20.5,129,5,124
20.6,129,3,126
20.7,131,3,128
20.8,130,3,127
20.9,133,3,130
