temp,KR,GR,CQ
19.1,133,1,132
19.2,131,2,129
19.3,130,1,129
19.4,132,1,131
19.5,132,1,131
19.6,133,1,132
19.7,132,1,131
19.8,133,1,132
19.9,135,1,134
20.0,135,1,134
20.1,134,1,133
20.2,134,1,133
20.3,132,1,131
20.4,132,1,131
20.5,133,1,132
20.6,130,1,129
20.7,132,2,130
20.8,134,1,133
20.9,134,1,133
