temp,KR,GR,CQ
19.1,115,2,113
19.2,115,3,112
19.3,117,3,114
19.4,118,4,114
19.5,118,2,116
19.6,118,3,115
19.7,119,5,114
19.8,120,4,116
19.9,120,3,117
20.0,120,4,116
20.1,119,4,115
20.2,121,4,117
20.3,122,3,119
20.4,121,3,118
20.5,122,3,119
20.6,122,5,117
20.7,125,4,121
20.8,124,4,120
20.9,126,4,122
