temp,KR,GR,CQ
19.1,140,1,139
19.2,141,1,140
19.3,140,1,139
19.4,141,1,140
19.5,143,1,142
19.6,144,1,143
19.7,144,1,143
19.8,145,1,144
19.9,143,1,142
20.0,142,1,141
20.1,144,1,143
20.2,144,1,143
20.3,143,1,142
20.4,144,1,143
20.5,145,1,144
20.6,143,1,142
20.7,142,1,141
20.8,141,1,140
20.9,141,1,140
