temp,KR,GR,CQ
19.1,68,5,63
19.2,69,5,64
19.3,71,6,65
19.4,72,5,67
19.5,74,6,68
19.6,75,5,70
19.7,75,5,70
19.8,77,5,72
19.9,81,5,76
20.0,81,5,76
20.1,82,4,78
20.2,84,5,79
20.3,84,5,79
20.4,87,5,82
20.5,88,5,83
20.6,88,5,83
20.7,89,6,83
20.8,91,5,86
20.9,92,4,88
