temp,KR,GR,CQ
19.1,142,2,140
19.2,145,2,143
19.3,142,1,141
19.4,143,1,142
19.5,144,1,143
19.6,145,2,143
19.7,147,1,146
19.8,148,2,146
19.9,148,2,146
20.0,147,2,145
20.1,149,1,148
20.2,151,2,149
20.3,152,2,150
20.4,149,2,147
20.5,148,2,146
20.6,149,1,148
20.7,149,1,148
20.8,147,1,146
20.9,148,1,147
