temp,KR,GR,CQ
19.1,119,4,115
19.2,120,4,116
19.3,120,3,117
19.4,121,4,117
19.5,121,4,117
19.6,121,5,116
19.7,120,4,116
19.8,121,4,117
19.9,120,4,116
20.0,121,3,118
20.1,122,4,118
20.2,119,4,115
20.3,122,3,119
20.4,121,3,118
20.5,123,5,118
20.6,125,4,121
20.7,123,3,120
20.8,125,3,122
20.9,126,4,122
