temp,KR,GR,CQ
19.1,21,24,-3
19.2,20,22,-2
19.3,19,22,-3
19.4,19,21,-2
19.5,16,19,-3
19.6,16,17,-1
19.7,14,16,-2
19.8,15,17,-2
19.9,16,16,0
20.0,17,16,1
20.1,17,17,0
20.2,17,17,0
20.3,17,18,-1
20.4,17,18,-1
20.5,17,18,-1
20.6,18,19,-1
20.7,17,20,-3
20.8,18,20,-2
20.9,19,21,-2
