temp,KR,GR,CQ
19.1,7,3,4
19.2,7,3,4
19.3,7,3,4
19.4,7,3,4
19.5,7,3,4
19.6,7,3,4
19.7,8,4,4
19.8,8,6,2
19.9,8,7,1
20.0,8,7,1
20.1,9,7,2
20.2,9,6,3
20.3,9,6,3
20.4,9,5,4
20.5,9,5,4
20.6,9,5,4
20.7,10,6,4
20.8,8,8,0
20.9,9,10,-1
