temp,KR,GR,CQ
19.1,97,4,93
19.2,99,4,95
19.3,99,3,96
19.4,101,5,96
19.5,101,3,98
19.6,102,5,97
19.7,104,5,99
19.8,107,5,102
19.9,106,4,102
20.0,107,4,103
20.1,110,3,107
20.2,112,3,109
20.3,112,6,106
20.4,113,5,108
20.5,116,4,112
20.6,117,5,112
20.7,117,6,111
20.8,118,5,113
20.9,117,6,111
