temp,KR,GR,CQ
19.1,129,6,123
19.2,128,5,123
19.3,130,6,124
19.4,131,10,121
19.5,131,8,123
19.6,131,7,124
19.7,131,7,124
19.8,132,9,123
19.9,133,5,128
20.0,133,5,128
20.1,134,4,130
20.2,134,6,128
20.3,135,8,127
20.4,136,9,127
20.5,137,6,131
20.6,134,6,128
20.7,138,4,134
20.8,138,5,133
20.9,139,5,134
