temp,KR,GR,CQ
19.1,10,27,-17
19.2,10,27,-17
19.3,10,27,-17
19.4,10,26,-16
19.5,10,26,-16
19.6,9,26,-17
19.7,10,26,-16
19.8,9,26,-17
19.9,9,26,-17
20.0,9,25,-16
20.1,10,25,-15
20.2,10,25,-15
20.3,10,25,-15
20.4,10,25,-15
20.5,10,25,-15
20.6,10,26,-16
20.7,10,26,-16
20.8,10,26,-16
20.9,9,26,-17
