temp,KR,GR,CQ
19.1,83,44,39
19.2,86,43,43
19.3,86,45,41
19.4,88,48,40
19.5,92,49,43
19.6,93,50,43
19.7,94,53,41
19.8,94,54,40
19.9,98,57,41
20.0,99,58,41
20.1,101,61,40
20.2,102,61,41
20.3,104,65,39
20.4,103,68,35
20.5,105,67,38
20.6,106,68,38
20.7,107,68,39
20.8,109,69,40
20.9,109,70,39
