temp,KR,GR,CQ
19.1,58,3,55
19.2,58,3,55
19.3,60,3,57
19.4,61,3,58
19.5,63,3,60
19.6,63,3,60
19.7,64,3,61
19.8,65,3,62
19.9,66,3,63
20.0,67,3,64
20.1,69,3,66
20.2,69,3,66
20.3,71,4,67
20.4,72,4,68
20.5,73,3,70
20.6,73,4,69
20.7,75,3,72
20.8,77,3,74
20.9,76,4,72
