temp,KR,GR,CQ
19.1,138,40,98
19.2,136,43,93
19.3,133,42,91
19.4,133,41,92
19.5,131,44,87
19.6,126,43,83
19.7,121,41,80
19.8,117,38,79
19.9,120,38,82
20.0,117,37,80
20.1,113,31,82
20.2,111,30,81
20.3,109,26,83
20.4,104,26,78
20.5,100,27,73
20.6,98,29,69
20.7,97,35,62
20.8,91,34,57
20.9,89,37,52
