temp,KR,GR,CQ
19.1,101,54,47
19.2,100,53,47
19.3,99,51,48
19.4,100,49,51
19.5,99,47,52
19.6,97,46,51
19.7,97,44,53
19.8,98,41,57
19.9,96,41,55
20.0,96,43,53
20.1,96,42,54
20.2,96,42,54
20.3,94,44,50
20.4,93,45,48
20.5,94,46,48
20.6,96,46,50
20.7,94,46,48
20.8,95,48,47
20.9,94,47,47
