temp,KR,GR,CQ
19.1,123,3,120
19.2,118,4,114
19.3,118,5,113
19.4,116,3,113
19.5,118,3,115
19.6,113,3,110
19.7,108,4,104
19.8,104,4,100
19.9,104,3,101
20.0,104,3,101
20.1,105,3,102
20.2,102,3,99
20.3,102,3,99
20.4,100,3,97
20.5,97,3,94
20.6,92,3,89
20.7,93,3,90
20.8,91,3,88
20.9,90,3,87
