temp,MC
19.1,4.4916218518618525
19.2,4.530910060917797
19.3,4.480147099866911
19.4,4.535390672339865
19.5,4.540623821181901
19.6,4.472523683082036
19.7,4.456015860991219
19.8,4.370687753515034
19.9,4.369214320497135
20.0,4.402789963607524
20.1,4.433463849209669
20.2,4.373683123390711
20.3,4.3596953728836265
20.4,4.208142040336135
20.5,4.153643389995583
20.6,4.111257465350748
20.7,4.05757405343139
20.8,3.966264630773596
20.9,3.9998662174452004
