temp,KR,GR,CQ
19.1,134,5,129
19.2,132,5,127
19.3,130,4,126
19.4,133,4,129
19.5,132,6,126
19.6,132,4,128
19.7,134,4,130
19.8,134,5,129
19.9,135,7,128
20.0,137,5,132
20.1,137,6,131
20.2,137,10,127
20.3,137,5,132
20.4,138,6,132
20.5,138,7,131
20.6,139,6,133
20.7,139,5,134
20.8,138,7,131
20.9,139,6,133
