temp,MC
19.1,2.8328791622323872
19.2,2.8099932921084525
19.3,2.7404895357826233
19.4,2.676036733119889
19.5,2.667323868430834
19.6,2.615790753186877
19.7,2.522301295743346
19.8,2.4981129824302606
19.9,2.464151427257564
20.0,2.45720969834621
20.1,2.393107187122969
20.2,2.417513209136797
20.3,2.393116101538599
20.4,2.4489158459721008
20.5,2.4579100869033663
20.6,2.522297395756204
20.7,2.464451919633974
20.8,2.4654398467907503
20.9,2.5085476579420067
