temp,KR,GR,CQ
19.1,88,2,86
19.2,87,2,85
19.3,87,2,85
19.4,89,2,87
19.5,89,2,87
19.6,88,2,86
19.7,89,2,87
19.8,89,2,87
19.9,90,2,88
20.0,89,2,87
20.1,93,2,91
20.2,94,2,92
20.3,93,2,91
20.4,94,2,92
20.5,94,2,92
20.6,96,2,94
20.7,95,2,93
20.8,92,2,90
20.9,94,2,92
