temp,KR,GR,CQ
19.1,128,2,126
19.2,128,2,126
19.3,128,2,126
19.4,127,2,125
19.5,128,2,126
19.6,130,2,128
19.7,127,2,125
19.8,125,2,123
19.9,125,2,123
20.0,125,2,123
20.1,124,2,122
20.2,125,2,123
20.3,124,2,122
20.4,123,2,121
20.5,125,2,123
20.6,123,2,121
20.7,123,2,121
20.8,125,2,123
20.9,124,2,122
