temp,KR,GR,CQ
19.1,49,1,48
19.2,48,1,47
19.3,49,1,48
19.4,49,1,48
19.5,50,1,49
19.6,51,1,50
19.7,50,1,49
19.8,50,1,49
19.9,51,1,50
20.0,50,1,49
20.1,52,1,51
20.2,51,1,50
20.3,52,1,51
20.4,51,1,50
20.5,52,1,51
20.6,52,1,51
20.7,54,1,53
20.8,55,1,54
20.9,57,1,56
