temp,KR,GR,CQ
19.1,144,82,62
19.2,146,82,64
19.3,147,83,64
19.4,147,85,62
19.5,148,87,61
19.6,146,89,57
19.7,147,89,58
19.8,150,89,61
19.9,147,94,53
20.0,146,99,47
20.1,147,100,47
20.2,146,98,48
20.3,145,98,47
20.4,144,96,48
20.5,145,95,50
20.6,140,92,48
20.7,140,89,51
20.8,140,89,51
20.9,138,86,52
