temp,KR,GR,CQ
19.1,111,7,104
19.2,113,6,107
19.3,113,13,100
19.4,113,8,105
19.5,114,7,107
19.6,115,7,108
19.7,115,13,102
19.8,114,5,109
19.9,117,7,110
20.0,116,6,110
20.1,118,10,108
20.2,118,4,114
20.3,118,7,111
20.4,119,11,108
20.5,117,6,111
20.6,120,8,112
20.7,120,7,113
20.8,119,5,114
20.9,119,5,114
