temp,KR,GR,CQ
19.1,35,50,-15
19.2,37,56,-19
19.3,40,62,-22
19.4,42,61,-19
19.5,45,61,-16
19.6,44,64,-20
19.7,47,72,-25
19.8,48,76,-28
19.9,52,85,-33
20.0,53,82,-29
20.1,55,79,-24
20.2,56,76,-20
20.3,59,74,-15
20.4,58,81,-23
20.5,62,85,-23
20.6,60,86,-26
20.7,57,83,-26
20.8,64,78,-14
20.9,56,73,-17
