temp,KR,GR,CQ
19.1,121,3,118
19.2,122,4,118
19.3,120,4,116
19.4,120,3,117
19.5,120,3,117
19.6,121,5,116
19.7,119,3,116
19.8,119,3,116
19.9,119,3,116
20.0,120,4,116
20.1,118,3,115
20.2,120,3,117
20.3,117,3,114
20.4,116,3,113
20.5,118,3,115
20.6,116,4,112
20.7,116,5,111
20.8,116,4,112
20.9,115,4,111
