temp,KR,GR,CQ
19.1,78,3,75
19.2,78,3,75
19.3,80,3,77
19.4,79,3,76
19.5,81,3,78
19.6,80,2,78
19.7,82,2,80
19.8,82,2,80
19.9,82,2,80
20.0,82,3,79
20.1,82,2,80
20.2,82,2,80
20.3,84,2,82
20.4,85,2,83
20.5,86,2,84
20.6,87,3,84
20.7,87,2,85
20.8,88,2,86
20.9,89,3,86
