temp,KR,GR,CQ
19.1,116,22,94
19.2,116,25,91
19.3,116,23,93
19.4,117,24,93
19.5,118,23,95
19.6,119,22,97
19.7,119,23,96
19.8,121,24,97
19.9,123,22,101
20.0,123,24,99
20.1,124,23,101
20.2,124,23,101
20.3,124,21,103
20.4,126,19,107
20.5,126,19,107
20.6,127,14,113
20.7,126,18,108
20.8,128,12,116
20.9,129,12,117
