temp,KR,GR,CQ
19.1,81,28,53
19.2,81,29,52
19.3,79,29,50
19.4,79,28,51
19.5,78,28,50
19.6,77,29,48
19.7,77,30,47
19.8,76,29,47
19.9,75,30,45
20.0,76,31,45
20.1,77,30,47
20.2,75,31,44
20.3,75,33,42
20.4,75,32,43
20.5,75,34,41
20.6,76,33,43
20.7,75,33,42
20.8,74,31,43
20.9,71,32,39
