temp,KR,GR,CQ
19.1,206,41,165
19.2,208,41,167
19.3,207,44,163
19.4,207,47,160
19.5,209,49,160
19.6,211,52,159
19.7,213,54,159
19.8,214,57,157
19.9,214,60,154
20.0,216,61,155
20.1,216,63,153
20.2,217,66,151
20.3,219,70,149
20.4,220,74,146
20.5,221,77,144
20.6,223,81,142
20.7,223,83,140
20.8,225,86,139
20.9,225,90,135
