temp,KR,GR,CQ
19.1,195,31,164
19.2,196,30,166
19.3,197,33,164
19.4,199,32,167
19.5,199,35,164
19.6,199,38,161
19.7,201,39,162
19.8,198,37,161
19.9,201,40,161
20.0,200,39,161
20.1,201,39,162
20.2,202,39,163
20.3,202,41,161
20.4,201,42,159
20.5,202,44,158
20.6,203,46,157
20.7,204,49,155
20.8,205,50,155
20.9,208,52,156
