number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_gamma,attr_m0,attr_theta
107,COMPLETE,"[1.0534807843035578, 1.0858813986672318]",2026-01-07T02:50:01.316564,2026-01-07T02:53:59.793041,238.476477,0.44596011945089453,0.39109863402220435,0.0026975905376818883,23.210450149935507,0.44596011945089453,0.0026975905376818883,0.39109863402220435
108,COMPLETE,"[1.0111958143025501, 7.229183289060988]",2026-01-07T02:53:59.803050,2026-01-07T02:57:56.340406,236.537356,0.42923238714883494,0.4476862079297582,0.005947787048028654,46.37984822210684,0.42923238714883494,0.005947787048028654,0.4476862079297582
109,COMPLETE,"[0.8706486128371611, 1.3519266818340743]",2026-01-07T02:57:56.350415,2026-01-07T03:01:55.491652,239.141237,0.07098216803565782,0.16295962972625852,0.005947787048028654,48.33913374733706,0.07098216803565782,0.005947787048028654,0.16295962972625852
110,COMPLETE,"[0.7611287974834576, 6.106412345371696]",2026-01-07T03:01:55.501660,2026-01-07T03:05:52.516421,237.014761,0.05268855604069195,0.26930140329000724,0.001804024260260152,36.526383166561786,0.05268855604069195,0.001804024260260152,0.26930140329000724
111,COMPLETE,"[1.0221311907171964, 1.0779128299348426]",2026-01-07T03:05:52.527431,2026-01-07T03:09:51.426869,238.899438,0.47895948829244434,0.2282673203696661,0.001316326209350162,22.70866682469327,0.47895948829244434,0.001316326209350162,0.2282673203696661
112,COMPLETE,"[1.0106070131902691, 1.013467048317459]",2026-01-07T03:09:51.436878,2026-01-07T03:13:46.786305,235.349427,0.3273051977576971,0.029957042213030673,0.007273285895543788,25.511224268691848,0.3273051977576971,0.007273285895543788,0.029957042213030673
113,COMPLETE,"[0.5857284766921129, 2.692442504145985]",2026-01-07T03:13:46.796313,2026-01-07T03:17:47.041157,240.244844,0.0630671506827451,0.39109863402220435,0.006320681396227948,43.196112604581096,0.0630671506827451,0.006320681396227948,0.39109863402220435
114,COMPLETE,"[1.0127168194743317, 1.0347044131319227]",2026-01-07T03:17:47.051166,2026-01-07T03:21:43.023499,235.972333,0.4780049777088391,0.0572351742965083,0.004160072636482085,32.44393262224578,0.4780049777088391,0.004160072636482085,0.0572351742965083
115,COMPLETE,"[0.8987295066979564, 1.4217423854101374]",2026-01-07T03:21:43.033508,2026-01-07T03:25:41.903666,238.870158,0.1005663792951208,0.4720426382320636,0.001339544427713031,35.590667621984295,0.1005663792951208,0.001339544427713031,0.4720426382320636
116,COMPLETE,"[1.1624873525747867, 3.0698168030086066]",2026-01-07T03:25:41.913675,2026-01-07T03:29:39.728715,237.81504,0.3273051977576971,0.4126921886070105,0.001316326209350162,42.53398511752807,0.3273051977576971,0.001316326209350162,0.4126921886070105
117,COMPLETE,"[1.0051056919081665, 1.0872919404771724]",2026-01-07T03:29:39.738723,2026-01-07T03:33:37.909520,238.170797,0.48458343768389833,0.061977106082210805,0.001804024260260152,28.162552883539803,0.48458343768389833,0.001804024260260152,0.061977106082210805
118,COMPLETE,"[1.0513234665266553, 1.1898013890447396]",2026-01-07T03:33:37.919528,2026-01-07T03:37:34.760517,236.840989,0.4780049777088391,0.521197887406765,0.006477057710019094,23.55122973149387,0.4780049777088391,0.006477057710019094,0.521197887406765
119,COMPLETE,"[0.8768036261386355, 1.3538302321452362]",2026-01-07T03:37:34.770525,2026-01-07T03:41:33.758069,238.987544,0.1009778251648899,0.26930140329000724,0.005777446375503495,36.526383166561786,0.1009778251648899,0.005777446375503495,0.26930140329000724
120,COMPLETE,"[1.0065606932082927, 1.036312118288387]",2026-01-07T03:41:33.768078,2026-01-07T03:45:29.416147,235.648069,0.48458343768389833,0.061977106082210805,0.007293998439777747,28.162552883539803,0.48458343768389833,0.007293998439777747,0.061977106082210805
121,COMPLETE,"[1.0406258159089534, 1.0632820830515564]",2026-01-07T03:45:29.426155,2026-01-07T03:49:30.134411,240.708256,0.40748114900380017,0.30653954056730276,0.003188254108160212,23.176931949949655,0.40748114900380017,0.003188254108160212,0.30653954056730276
122,COMPLETE,"[1.030332627450538, 1.974638996416614]",2026-01-07T03:49:30.144420,2026-01-07T03:53:26.459481,236.315061,0.48458343768389833,0.061977106082210805,0.00495033904454228,42.1190552862993,0.48458343768389833,0.00495033904454228,0.061977106082210805
123,COMPLETE,"[1.0424894770768465, 1.3107700924853098]",2026-01-07T03:53:26.469490,2026-01-07T03:57:25.622507,239.153017,0.4780049777088391,0.16927458508601492,0.003345498303901112,46.39581245935207,0.4780049777088391,0.003345498303901112,0.16927458508601492
124,COMPLETE,"[0.8892836521877272, 1.8307641614693928]",2026-01-07T03:57:25.632525,2026-01-07T04:01:23.429221,237.796696,0.10942189358409271,0.05493111837609212,0.004894682966607887,36.526383166561786,0.10942189358409271,0.004894682966607887,0.05493111837609212
125,COMPLETE,"[1.0080625742765277, 1.1425250459119507]",2026-01-07T04:01:23.439230,2026-01-07T04:05:22.278881,238.839651,0.4806565124071959,0.17875557576378848,0.004556525555539965,42.75660952315083,0.4806565124071959,0.004556525555539965,0.17875557576378848
126,COMPLETE,"[1.043573641907589, 1.6500519550260977]",2026-01-07T04:05:22.288890,2026-01-07T04:09:18.767503,236.478613,0.2516206378745789,0.5693672158341696,0.0026975905376818883,41.1659616487661,0.2516206378745789,0.0026975905376818883,0.5693672158341696
127,COMPLETE,"[0.9960196014243121, 1.5571041770769565]",2026-01-07T04:09:18.777520,2026-01-07T04:13:20.203870,241.42635,0.10942189358409271,0.3643040642172701,0.0027460217194105654,36.526383166561786,0.10942189358409271,0.0027460217194105654,0.3643040642172701
128,COMPLETE,"[1.0080828192253004, 1.0364777255795203]",2026-01-07T04:13:20.213879,2026-01-07T04:17:16.235376,236.021497,0.48458343768389833,0.061977106082210805,0.003345498303901112,28.162552883539803,0.48458343768389833,0.003345498303901112,0.061977106082210805
129,COMPLETE,"[1.0264606548497817, 1.0656417053325025]",2026-01-07T04:17:16.245384,2026-01-07T04:21:15.104158,238.858774,0.21061897633052795,0.2193953088812766,0.006773856972133418,25.394842425758938,0.21061897633052795,0.006773856972133418,0.2193953088812766
130,COMPLETE,"[1.0080828192253004, 1.0364777255795203]",2026-01-07T04:21:15.114167,2026-01-07T04:25:11.636696,236.522529,0.48458343768389833,0.061977106082210805,0.003345498303901112,28.162552883539803,0.48458343768389833,0.003345498303901112,0.061977106082210805
131,COMPLETE,"[0.888539916068499, 1.1873938359025367]",2026-01-07T04:25:11.646705,2026-01-07T04:29:10.544343,238.897638,0.11192114564157768,0.49782181510629453,0.006320681396227948,32.04583497455442,0.11192114564157768,0.006320681396227948,0.49782181510629453
132,COMPLETE,"[0.6453333128391268, 2.84429724887684]",2026-01-07T04:29:10.554353,2026-01-07T04:33:07.277246,236.722893,0.07469255489474097,0.47166912152366886,0.006773856972133418,30.308660845155636,0.07469255489474097,0.006773856972133418,0.47166912152366886
133,COMPLETE,"[0.8532162536923735, 2.6498671617536522]",2026-01-07T04:33:07.287255,2026-01-07T04:37:06.208676,238.921421,0.018439584969346667,0.39465090334847003,0.0062949830288256394,32.04583497455442,0.018439584969346667,0.0062949830288256394,0.39465090334847003
134,COMPLETE,"[1.035030612430217, 1.2042115086434524]",2026-01-07T04:37:06.218685,2026-01-07T04:41:02.428526,236.209841,0.16251661256777306,0.4287934182714353,0.005895608856981328,40.11190853904452,0.16251661256777306,0.005895608856981328,0.4287934182714353
135,COMPLETE,"[0.7521678135940392, 3.9732745937216913]",2026-01-07T04:41:02.438534,2026-01-07T04:45:01.860900,239.422366,0.10942189358409271,0.03515342462158583,0.0062949830288256394,26.077727737707278,0.10942189358409271,0.0062949830288256394,0.03515342462158583
136,COMPLETE,"[0.6353463020226391, 0.9984102839122928]",2026-01-07T04:45:01.870909,2026-01-07T04:48:58.962466,237.091557,0.06841371757702902,0.24939913076293313,0.007273285895543788,35.52274280075077,0.06841371757702902,0.007273285895543788,0.24939913076293313
137,COMPLETE,"[1.0588633725161953, 1.4984531876338099]",2026-01-07T04:48:58.972474,2026-01-07T04:53:01.573336,242.600862,0.1005663792951208,0.30653954056730276,0.007589319108189004,32.199046768753405,0.1005663792951208,0.007589319108189004,0.30653954056730276
138,COMPLETE,"[1.077380142301982, 1.3449200388016709]",2026-01-07T04:53:01.583347,2026-01-07T04:57:00.213807,238.63046,0.3089219499949478,0.4287934182714353,0.00204174361464593,38.656794052483484,0.3089219499949478,0.00204174361464593,0.4287934182714353
139,COMPLETE,"[1.0044979094762314, 1.0426228611116628]",2026-01-07T04:57:00.223816,2026-01-07T05:00:58.782450,238.558634,0.48458343768389833,0.061977106082210805,0.0062949830288256394,28.162552883539803,0.48458343768389833,0.0062949830288256394,0.061977106082210805
140,COMPLETE,"[1.016760580547891, 1.1708469489062459]",2026-01-07T05:00:58.792459,2026-01-07T05:04:54.978702,236.186243,0.19086534407089256,0.36579719889749723,0.005895608856981328,40.017200601313625,0.19086534407089256,0.005895608856981328,0.36579719889749723
141,COMPLETE,"[0.85459730854053, 2.7531730899151223]",2026-01-07T05:04:54.988710,2026-01-07T05:08:54.717042,239.728332,0.018439584969346667,0.39465090334847003,0.0053597390627217615,27.830478120232264,0.018439584969346667,0.0053597390627217615,0.39465090334847003
142,COMPLETE,"[0.8594126266272076, 2.803254588716728]",2026-01-07T05:08:54.727051,2026-01-07T05:12:51.103097,236.376046,0.018491533222292578,0.5036421888509724,0.0053597390627217615,24.227184364893976,0.018491533222292578,0.0053597390627217615,0.5036421888509724
143,COMPLETE,"[0.9965941033550821, 8.461060035494665]",2026-01-07T05:12:51.112104,2026-01-07T05:16:49.605543,238.493439,0.4202417827241138,0.2775083125492014,0.007273285895543788,46.87979653053761,0.4202417827241138,0.007273285895543788,0.2775083125492014
144,COMPLETE,"[1.009673279653792, 1.1077285715078125]",2026-01-07T05:16:49.614551,2026-01-07T05:20:47.011177,237.396626,0.21061897633052795,0.2193953088812766,0.0035292726570735422,41.75207459428531,0.21061897633052795,0.0035292726570735422,0.2193953088812766
145,COMPLETE,"[1.0035643465583357, 1.0475871074919818]",2026-01-07T05:20:47.020184,2026-01-07T05:24:46.856389,239.836205,0.2014864747419649,0.4264371597181579,0.006320681396227948,23.210450149935507,0.2014864747419649,0.006320681396227948,0.4264371597181579
146,COMPLETE,"[0.8150950257588863, 1.0785083178476247]",2026-01-07T05:24:46.867406,2026-01-07T05:28:43.843680,236.976274,0.07469255489474097,0.2193953088812766,0.003188254108160212,23.176931949949655,0.07469255489474097,0.003188254108160212,0.2193953088812766
147,COMPLETE,"[1.0082018534931085, 1.1514840182403283]",2026-01-07T05:28:43.854690,2026-01-07T05:32:41.999058,238.144368,0.1528920430463387,0.19469463561991682,0.006320681396227948,42.53398511752807,0.1528920430463387,0.006320681396227948,0.19469463561991682
148,COMPLETE,"[0.6874381329039608, 1.1212934856404988]",2026-01-07T05:32:42.009068,2026-01-07T05:36:39.455492,237.446424,0.0983365273828058,0.1543116659042973,0.001316326209350162,24.017268196603187,0.0983365273828058,0.001316326209350162,0.1543116659042973
149,COMPLETE,"[1.0710103916720282, 1.1779532124238898]",2026-01-07T05:36:39.465501,2026-01-07T05:40:38.713268,239.247767,0.15445836700197157,0.2193953088812766,0.006773856972133418,44.07783315148832,0.15445836700197157,0.006773856972133418,0.2193953088812766
150,COMPLETE,"[0.9676470501011569, 1.7512962816088729]",2026-01-07T05:40:38.723276,2026-01-07T05:44:34.526004,235.802728,0.1409442926607275,0.03515342462158583,0.0018424135276590573,35.52274280075077,0.1409442926607275,0.0018424135276590573,0.03515342462158583
151,COMPLETE,"[1.0774402837685926, 1.1348502344079956]",2026-01-07T05:44:34.536013,2026-01-07T05:48:35.369304,240.833291,0.48458343768389833,0.19917596108027505,0.003345498303901112,34.85827546580307,0.48458343768389833,0.003345498303901112,0.19917596108027505
152,COMPLETE,"[0.907740800449437, 1.1735969397152404]",2026-01-07T05:48:35.379312,2026-01-07T05:52:33.406697,238.027385,0.11192114564157768,0.3437050324272521,0.007969416172184126,32.04583497455442,0.11192114564157768,0.007969416172184126,0.3437050324272521
153,COMPLETE,"[1.066890954382952, 1.4420275752691494]",2026-01-07T05:52:33.416705,2026-01-07T05:56:33.918453,240.501748,0.4780049777088391,0.061977106082210805,0.004160072636482085,36.47497187782159,0.4780049777088391,0.004160072636482085,0.061977106082210805
154,COMPLETE,"[1.0116944740143399, 1.5229813280569486]",2026-01-07T05:56:33.927460,2026-01-07T06:00:31.581446,237.653986,0.21368453035527413,0.05831183811567237,0.007273285895543788,26.76527282112587,0.21368453035527413,0.007273285895543788,0.05831183811567237
155,COMPLETE,"[0.6693705170306331, 1.1680797699508474]",2026-01-07T06:00:31.590455,2026-01-07T06:04:31.895575,240.30512,0.08084205949067752,0.09128286384107114,0.006320681396227948,28.162552883539803,0.08084205949067752,0.006320681396227948,0.09128286384107114
156,COMPLETE,"[1.0182949304317128, 1.04399222089542]",2026-01-07T06:04:31.904583,2026-01-07T06:08:28.024520,236.119937,0.4780049777088391,0.2775083125492014,0.005135385840158111,23.55122973149387,0.4780049777088391,0.005135385840158111,0.2775083125492014
157,COMPLETE,"[1.0143284860470663, 1.0291043689770456]",2026-01-07T06:08:28.033528,2026-01-07T06:12:27.046750,239.013222,0.48458343768389833,0.061977106082210805,0.0062949830288256394,30.233773459189894,0.48458343768389833,0.0062949830288256394,0.061977106082210805
158,COMPLETE,"[0.6356352713306812, 0.9906049142079875]",2026-01-07T06:12:27.055758,2026-01-07T06:16:25.413110,238.357352,0.06841371757702902,0.24939913076293313,0.007273285895543788,35.41692364327686,0.06841371757702902,0.007273285895543788,0.24939913076293313
159,COMPLETE,"[1.0569561946882748, 1.2517256972101327]",2026-01-07T06:16:25.424120,2026-01-07T06:20:25.432146,240.008026,0.3966005647329933,0.4476862079297582,0.005947787048028654,30.574012592306964,0.3966005647329933,0.005947787048028654,0.4476862079297582
160,COMPLETE,"[0.9004638933870455, 1.6323268060671383]",2026-01-07T06:20:25.442154,2026-01-07T06:24:21.716609,236.274455,0.07469255489474097,0.39465090334847003,0.003188254108160212,43.61661480203874,0.07469255489474097,0.003188254108160212,0.39465090334847003
161,COMPLETE,"[0.8336211874161066, 0.8544523065572752]",2026-01-07T06:24:21.725617,2026-01-07T06:28:21.188326,239.462709,0.06841371757702902,0.061977106082210805,0.003345498303901112,28.162552883539803,0.06841371757702902,0.003345498303901112,0.061977106082210805
162,COMPLETE,"[0.8286499503415877, 1.0375744262894697]",2026-01-07T06:28:21.198335,2026-01-07T06:32:18.589029,237.390694,0.06841371757702902,0.24939913076293313,0.001804024260260152,23.55122973149387,0.06841371757702902,0.001804024260260152,0.24939913076293313
163,COMPLETE,"[1.0606379770885492, 1.1727827379633398]",2026-01-07T06:32:18.599047,2026-01-07T06:36:17.797888,239.198841,0.2014864747419649,0.4156020320242208,0.007273285895543788,35.52274280075077,0.2014864747419649,0.007273285895543788,0.4156020320242208
164,COMPLETE,"[0.9364432609911477, 1.4213530447120875]",2026-01-07T06:36:17.807897,2026-01-07T06:40:14.824249,237.016352,0.09684854546867028,0.44637266737175557,0.001316326209350162,36.526383166561786,0.09684854546867028,0.001316326209350162,0.44637266737175557
165,COMPLETE,"[1.037625681024237, 1.0829465387674386]",2026-01-07T06:40:14.834258,2026-01-07T06:44:13.163008,238.32875,0.4780049777088391,0.2193953088812766,0.006773856972133418,23.55122973149387,0.4780049777088391,0.006773856972133418,0.2193953088812766
166,COMPLETE,"[0.6643523368396459, 2.234648739384532]",2026-01-07T06:44:13.172015,2026-01-07T06:48:10.788316,237.616301,0.06841371757702902,0.24939913076293313,0.007273285895543788,29.575890369042774,0.06841371757702902,0.007273285895543788,0.24939913076293313
167,COMPLETE,"[0.8739491915721718, 0.9600631390640173]",2026-01-07T06:48:10.798325,2026-01-07T06:52:10.638687,239.840362,0.12588249517204642,0.061977106082210805,0.003345498303901112,28.162552883539803,0.12588249517204642,0.003345498303901112,0.061977106082210805
168,COMPLETE,"[1.0069368781732941, 1.0470702613230092]",2026-01-07T06:52:10.647694,2026-01-07T06:56:08.396115,237.748421,0.47503515544568964,0.061977106082210805,0.003345498303901112,28.162552883539803,0.47503515544568964,0.003345498303901112,0.061977106082210805
169,COMPLETE,"[0.7337326532974233, 1.1294082224227882]",2026-01-07T06:56:08.406124,2026-01-07T07:00:10.144991,241.738867,0.10410106383815004,0.24939913076293313,0.003188254108160212,29.575890369042774,0.10410106383815004,0.003188254108160212,0.24939913076293313
170,COMPLETE,"[1.0324421407141477, 1.0604007083651474]",2026-01-07T07:00:10.154999,2026-01-07T07:04:07.583730,237.428731,0.31901862927896457,0.24939913076293313,0.005380843506780182,23.210450149935507,0.31901862927896457,0.005380843506780182,0.24939913076293313
171,COMPLETE,"[0.5952470685057588, 5.441964478138]",2026-01-07T07:04:07.594740,2026-01-07T07:08:08.262054,240.667314,0.06841371757702902,0.2193953088812766,0.006773856972133418,42.41511154241235,0.06841371757702902,0.006773856972133418,0.2193953088812766
172,COMPLETE,"[0.8513894072253917, 4.125763502941167]",2026-01-07T07:08:08.272062,2026-01-07T07:12:05.651393,237.379331,0.01196980539667708,0.4287934182714353,0.007989111448518627,42.725219917328275,0.01196980539667708,0.007989111448518627,0.4287934182714353
173,COMPLETE,"[0.8362113937668573, 1.071602509138446]",2026-01-07T07:12:05.661402,2026-01-07T07:16:05.944133,240.282731,0.06841371757702902,0.029957042213030673,0.007273285895543788,25.511224268691848,0.06841371757702902,0.007273285895543788,0.029957042213030673
174,COMPLETE,"[1.016227788292146, 1.0540672491256]",2026-01-07T07:16:05.954142,2026-01-07T07:20:05.085318,239.131176,0.2014864747419649,0.4264371597181579,0.001316326209350162,22.70866682469327,0.2014864747419649,0.001316326209350162,0.4264371597181579
175,COMPLETE,"[1.0642943658493946, 1.1388644536326291]",2026-01-07T07:20:05.095328,2026-01-07T07:24:03.992995,238.897667,0.1005663792951208,0.44501207582338,0.007589319108189004,49.363137170703666,0.1005663792951208,0.007589319108189004,0.44501207582338
176,COMPLETE,"[0.8095471619155378, 0.9900122625261165]",2026-01-07T07:24:04.003003,2026-01-07T07:28:00.759961,236.756958,0.05547590506894706,0.061977106082210805,0.002965913630984299,40.29590871187694,0.05547590506894706,0.002965913630984299,0.061977106082210805
177,COMPLETE,"[0.7888134038354494, 1.2075247987320517]",2026-01-07T07:28:00.768969,2026-01-07T07:32:01.282943,240.513974,0.06841371757702902,0.0572351742965083,0.003188254108160212,36.85712964178306,0.06841371757702902,0.003188254108160212,0.0572351742965083
178,COMPLETE,"[0.9018338575689858, 1.2196191204596873]",2026-01-07T07:32:01.292952,2026-01-07T07:35:58.325041,237.032089,0.10942189358409271,0.24939913076293313,0.0018399469117126605,29.575890369042774,0.10942189358409271,0.0018399469117126605,0.24939913076293313
179,COMPLETE,"[1.0375242406901686, 1.2955727976227418]",2026-01-07T07:35:58.335050,2026-01-07T07:39:58.971028,240.635978,0.34930383822369365,0.49782181510629453,0.0020655493623597037,28.162552883539803,0.34930383822369365,0.0020655493623597037,0.49782181510629453
180,COMPLETE,"[1.0300509459635163, 1.3393918601979575]",2026-01-07T07:39:58.982038,2026-01-07T07:43:56.095148,237.11311,0.3273051977576971,0.1469202185444462,0.007078314115894442,25.511224268691848,0.3273051977576971,0.007078314115894442,0.1469202185444462
181,COMPLETE,"[0.7941300953424321, 5.6310425160307]",2026-01-07T07:43:56.105157,2026-01-07T07:47:56.072911,239.967754,0.06841371757702902,0.24939913076293313,0.0018399469117126605,27.741847019665915,0.06841371757702902,0.0018399469117126605,0.24939913076293313
182,COMPLETE,"[0.8510644103547156, 1.3542786014556865]",2026-01-07T07:47:56.082919,2026-01-07T07:51:53.989108,237.906189,0.11040147511840814,0.2775083125492014,0.001804024260260152,28.114521118543593,0.11040147511840814,0.001804024260260152,0.2775083125492014
183,COMPLETE,"[1.0289897769224268, 2.3108644803106198]",2026-01-07T07:51:54.000118,2026-01-07T07:55:52.035518,238.0354,0.48458343768389833,0.061977106082210805,0.007293998439777747,44.387926415587344,0.48458343768389833,0.007293998439777747,0.061977106082210805
184,COMPLETE,"[1.07482023087331, 1.1299399291444283]",2026-01-07T07:55:52.044525,2026-01-07T07:59:48.241668,236.197143,0.45390819960909745,0.20893290178525853,0.005777446375503495,36.526383166561786,0.45390819960909745,0.005777446375503495,0.20893290178525853
185,COMPLETE,"[0.7361107108534615, 1.0013601725231633]",2026-01-07T07:59:48.250676,2026-01-07T08:03:49.154665,240.903989,0.11192114564157768,0.08750419283869909,0.0029130948581659656,27.276769560411278,0.11192114564157768,0.0029130948581659656,0.08750419283869909
186,COMPLETE,"[1.0317139793892856, 1.0862418612946316]",2026-01-07T08:03:49.163673,2026-01-07T08:07:46.458406,237.294733,0.23273989145293994,0.25545486935496714,0.007529519817834493,32.04583497455442,0.23273989145293994,0.007529519817834493,0.25545486935496714
187,COMPLETE,"[0.7618801050850905, 1.6846415185605923]",2026-01-07T08:07:46.469416,2026-01-07T08:11:48.140599,241.671183,0.11040147511840814,0.49782181510629453,0.00682920235473784,28.114521118543593,0.11040147511840814,0.00682920235473784,0.49782181510629453
188,COMPLETE,"[0.6114478376945308, 13.095060781463694]",2026-01-07T08:11:48.150608,2026-01-07T08:15:44.829166,236.678558,0.06841371757702902,0.4264371597181579,0.0026975905376818883,43.30530311398706,0.06841371757702902,0.0026975905376818883,0.4264371597181579
189,COMPLETE,"[1.0576294072089354, 2.474144046512545]",2026-01-07T08:15:44.838174,2026-01-07T08:19:44.280839,239.442665,0.48458343768389833,0.061977106082210805,0.007483280135420928,44.289285369755106,0.48458343768389833,0.007483280135420928,0.061977106082210805
190,COMPLETE,"[1.0834661214138996, 1.3215268815119385]",2026-01-07T08:19:44.289847,2026-01-07T08:23:41.346241,237.056394,0.3686935031766043,0.49782181510629453,0.002442268237128088,28.162552883539803,0.3686935031766043,0.002442268237128088,0.49782181510629453
191,COMPLETE,"[0.8971156506875878, 1.4188441178336761]",2026-01-07T08:23:41.355248,2026-01-07T08:27:40.688291,239.333043,0.07098216803565782,0.47166912152366886,0.005947787048028654,48.33913374733706,0.07098216803565782,0.005947787048028654,0.47166912152366886
192,COMPLETE,"[0.8150950257588863, 1.0785083178476247]",2026-01-07T08:27:40.698299,2026-01-07T08:31:39.679721,238.981422,0.07469255489474097,0.2193953088812766,0.003188254108160212,23.176931949949655,0.07469255489474097,0.003188254108160212,0.2193953088812766
193,COMPLETE,"[1.0069765796947312, 1.021952746762441]",2026-01-07T08:31:39.689721,2026-01-07T08:35:39.026954,239.337233,0.3803442425792067,0.061977106082210805,0.006917918641960049,27.72185952247249,0.3803442425792067,0.006917918641960049,0.061977106082210805
194,COMPLETE,"[0.8348441840308751, 1.4061878273211375]",2026-01-07T08:35:39.036962,2026-01-07T08:39:37.428493,238.391531,0.11040147511840814,0.40797170243008163,0.00682920235473784,28.114521118543593,0.11040147511840814,0.00682920235473784,0.40797170243008163
195,COMPLETE,"[0.8414222022284003, 1.0207135916659846]",2026-01-07T08:39:37.438502,2026-01-07T08:43:38.419722,240.98122,0.11192114564157768,0.10670368289941246,0.0031861407473351994,29.043455029945953,0.11192114564157768,0.0031861407473351994,0.10670368289941246
196,COMPLETE,"[1.0684310447306926, 1.1084459154861026]",2026-01-07T08:43:38.428729,2026-01-07T08:47:36.428434,237.999705,0.4780049777088391,0.2507247283697971,0.0018399469117126605,32.44393262224578,0.4780049777088391,0.0018399469117126605,0.2507247283697971
197,COMPLETE,"[0.8378890193589352, 0.8974853577262528]",2026-01-07T08:47:36.437442,2026-01-07T08:51:36.534209,240.096767,0.07469255489474097,0.03515342462158583,0.0027460217194105654,30.308660845155636,0.07469255489474097,0.0027460217194105654,0.03515342462158583
198,COMPLETE,"[0.8207183528306939, 1.1976664333239408]",2026-01-07T08:51:36.543216,2026-01-07T08:55:35.695719,239.152503,0.03757638226220711,0.1543116659042973,0.004161968877641082,42.90462645267027,0.03757638226220711,0.004161968877641082,0.1543116659042973
199,COMPLETE,"[1.06326579431891, 1.2692888051642006]",2026-01-07T08:55:35.705718,2026-01-07T08:59:36.419340,240.713622,0.3301939535017752,0.313292618580063,0.004164456216151706,35.590667621984295,0.3301939535017752,0.004164456216151706,0.313292618580063
200,COMPLETE,"[0.641889065896088, 1.8526287767186835]",2026-01-07T08:59:36.429348,2026-01-07T09:03:35.400834,238.971486,0.07469255489474097,0.24939913076293313,0.007273285895543788,29.575890369042774,0.07469255489474097,0.007273285895543788,0.24939913076293313
201,COMPLETE,"[0.8236650129779699, 1.1253154376884926]",2026-01-07T09:03:35.410843,2026-01-07T09:07:33.789635,238.378792,0.070929372775006,0.4264371597181579,0.001316326209350162,24.017268196603187,0.070929372775006,0.001316326209350162,0.4264371597181579
202,COMPLETE,"[1.0630952962784623, 1.124222017639313]",2026-01-07T09:07:33.799644,2026-01-07T09:11:35.196580,241.396936,0.48458343768389833,0.2193953088812766,0.0062949830288256394,30.233773459189894,0.48458343768389833,0.0062949830288256394,0.2193953088812766
203,COMPLETE,"[0.8212774130203072, 1.3045966694162396]",2026-01-07T09:11:35.207589,2026-01-07T09:15:42.578911,247.371322,0.11040147511840814,0.24939913076293313,0.00682920235473784,28.114521118543593,0.11040147511840814,0.00682920235473784,0.24939913076293313
204,COMPLETE,"[0.9440407162743971, 1.3119341386518522]",2026-01-07T09:15:42.589920,2026-01-07T09:19:48.558305,245.968385,0.16007784481646004,0.2775083125492014,0.006320681396227948,28.114521118543593,0.16007784481646004,0.006320681396227948,0.2775083125492014
205,COMPLETE,"[0.6546167665556926, 1.4614044304739713]",2026-01-07T09:19:48.569314,2026-01-07T09:23:56.561315,247.992001,0.11192114564157768,0.4277227439609704,0.003188254108160212,22.16703937749238,0.11192114564157768,0.003188254108160212,0.4277227439609704
206,COMPLETE,"[1.0461512623986844, 1.4956575867203892]",2026-01-07T09:23:56.571323,2026-01-07T09:28:01.221801,244.650478,0.4610346329076674,0.0572351742965083,0.0053597390627217615,41.333860673189605,0.4610346329076674,0.0053597390627217615,0.0572351742965083
207,COMPLETE,"[0.8752352126144549, 0.9590108720423824]",2026-01-07T09:28:01.232810,2026-01-07T09:32:09.572213,248.339403,0.1255327127594303,0.03515342462158583,0.006164777727266006,28.114521118543593,0.1255327127594303,0.006164777727266006,0.03515342462158583
208,COMPLETE,"[0.6410299406336689, 1.8805105432650775]",2026-01-07T09:32:09.583223,2026-01-07T09:36:14.496632,244.913409,0.06841371757702902,0.24939913076293313,0.007273285895543788,32.25219273218544,0.06841371757702902,0.007273285895543788,0.24939913076293313
209,COMPLETE,"[1.0485783349097058, 1.0730329560185277]",2026-01-07T09:36:14.507642,2026-01-07T09:40:21.556437,247.048795,0.3803442425792067,0.27967934441343995,0.006917918641960049,21.327329949299237,0.3803442425792067,0.006917918641960049,0.27967934441343995
210,COMPLETE,"[0.5952470685057588, 5.441964478138]",2026-01-07T09:40:21.567448,2026-01-07T09:44:26.783893,245.216445,0.06841371757702902,0.2193953088812766,0.006773856972133418,42.41511154241235,0.06841371757702902,0.006773856972133418,0.2193953088812766
211,COMPLETE,"[0.855410371658957, 1.9198557101049352]",2026-01-07T09:44:26.793901,2026-01-07T09:48:34.417503,247.623602,0.07469255489474097,0.03515342462158583,0.006500054943167674,30.412813505870005,0.07469255489474097,0.006500054943167674,0.03515342462158583
212,COMPLETE,"[0.7541986438612972, 0.9625673681670739]",2026-01-07T09:48:34.428512,2026-01-07T09:52:38.965969,244.537457,0.1009778251648899,0.06712629481946315,0.0062949830288256394,24.089101865261735,0.1009778251648899,0.0062949830288256394,0.06712629481946315
213,COMPLETE,"[0.5857284766921129, 2.692442504145985]",2026-01-07T09:52:38.975978,2026-01-07T09:56:46.454006,247.478028,0.0630671506827451,0.39109863402220435,0.006320681396227948,43.196112604581096,0.0630671506827451,0.006320681396227948,0.39109863402220435
